eid,probe,bz,bz_sign,clock,cone,sza,dp,ma,bx,Dn_mem,EB_mem,n_near,beta_near,T_near,n_mem,cls
2023-04-10_thd,thd,-3.03,0,133.9,79.0,0.4,4.65,7.5,-1.96,0.271,2.0954,13.96,0.2704,368.0,32,AMBIGUOUS
2023-04-11_tha,tha,1.89,1,66.8,77.2,2.7,2.29,9.1,-1.31,0.9156,1.6518,21.45,1.2321,227.2,722,AMBIGUOUS
2023-04-11_thd,thd,2.29,1,63.4,77.5,0.5,2.34,9.1,-1.29,0.5027,2.3451,13.34,0.3271,192.9,613,CONFIRMED_PDL
2023-04-11_the,the,1.79,1,67.6,72.5,0.2,2.41,9.0,-1.84,0.9272,1.9691,28.76,1.1128,250.0,403,AMBIGUOUS
2023-04-12_thd,thd,1.6,1,66.0,62.2,0.6,1.79,7.5,-3.0,0.8329,1.7233,26.21,0.6973,117.0,615,CONFIRMED_PDL
2023-04-12_the,the,1.25,1,73.9,80.3,0.3,1.96,7.5,-1.1,1.0384,1.2965,44.65,3.7854,171.3,343,AMBIGUOUS
2023-04-13_thd,thd,-2.38,0,124.6,83.8,1.1,1.74,8.3,-0.6,0.9852,1.8192,25.18,1.199,165.2,677,AMBIGUOUS
2023-04-13_the,the,-2.34,0,127.3,66.3,0.5,1.74,8.3,-2.24,1.193,1.6404,33.91,2.795,171.7,583,AMBIGUOUS
2023-04-14_thd,thd,1.46,1,73.2,61.1,1.8,1.86,7.2,-3.21,1.2226,1.4015,36.38,1.2428,131.4,710,AMBIGUOUS
2023-04-14_the,the,1.43,1,73.4,62.9,1.1,1.87,7.0,-3.13,0.6859,1.8423,25.02,0.4339,131.0,581,CONFIRMED_PDL
2023-04-15_the,the,-1.38,0,250.1,65.4,3.8,1.84,10.0,-2.0,0.1318,3.7122,5.98,0.1711,294.8,22,AMBIGUOUS
2023-04-17_tha,tha,2.55,1,30.7,58.2,0.3,2.81,9.1,-3.43,0.7746,2.5902,50.07,1.1488,146.9,674,CONFIRMED_PDL
2023-04-17_thd,thd,2.66,1,29.6,57.7,3.0,2.93,9.5,-3.41,0.262,3.4396,17.65,0.2863,164.6,289,AMBIGUOUS
2023-04-17_the,the,3.0,1,339.6,54.4,2.4,2.92,9.2,-3.82,1.0874,2.0164,82.66,2.9676,150.3,467,AMBIGUOUS
2023-04-19_thd,thd,-6.03,0,148.3,83.0,3.1,2.06,6.6,0.93,2.2752,1.228,33.95,2.8885,233.1,705,AMBIGUOUS
2023-04-19_the,the,-6.14,0,156.7,86.3,2.5,2.01,6.7,0.48,1.2448,1.2969,22.24,0.8539,202.0,607,AMBIGUOUS
2023-04-24_tha,tha,-27.32,0,211.3,88.4,2.0,2.7,1.8,0.88,0.1288,1.1341,4.58,0.0674,390.2,418,BOUNDARY_LAYER
2023-04-24_thd,thd,-27.32,0,211.2,88.4,5.5,2.73,1.8,0.88,0.2936,1.1026,5.15,0.0896,321.8,365,BOUNDARY_LAYER
2023-04-24_the,the,-27.29,0,209.3,88.4,4.4,5.88,2.5,0.92,0.5095,1.2736,10.28,0.1087,254.4,25,AMBIGUOUS
2023-05-09_tha,tha,0.8,1,79.7,64.4,24.0,3.1,6.7,-4.64,2.2535,1.4,25.7,1.2898,390.3,318,AMBIGUOUS
2023-05-09_the,the,0.8,1,79.7,64.4,18.7,3.1,6.7,-4.64,4.3252,1.354,43.4,2.2417,376.8,520,AMBIGUOUS
2023-05-10_tha,tha,7.8,1,34.6,64.2,14.2,6.58,6.6,-6.35,0.4993,1.7997,18.56,0.365,414.5,523,CONFIRMED_PDL
2023-05-10_thd,thd,7.8,1,30.3,62.3,13.8,6.04,6.8,-6.78,0.5976,2.8805,13.09,0.141,239.6,131,CONFIRMED_PDL
2023-05-10_the,the,6.87,1,38.2,66.6,11.7,6.31,6.7,-5.77,0.6143,1.9703,31.8,0.9635,504.6,363,CONFIRMED_PDL
2023-05-12_tha,tha,2.06,1,34.1,51.6,16.0,5.84,9.2,-5.15,65.0622,1.6297,23.31,0.4707,332.4,411,AMBIGUOUS
2023-05-12_thd,thd,2.41,1,337.4,50.3,15.2,6.09,9.8,-5.47,1.0061,1.3171,30.51,1.3351,413.3,460,AMBIGUOUS
2023-05-12_the,the,1.45,1,52.7,50.5,13.3,5.77,8.6,-5.09,27.6663,1.1929,24.13,0.049,295.9,385,BOUNDARY_LAYER
2024-03-03_tha,tha,-13.43,0,178.7,81.4,26.5,7.94,6.7,2.18,1.6382,1.2725,148.03,1.4285,128.8,668,AMBIGUOUS
2024-03-03_thd,thd,-11.9,0,173.0,82.5,27.0,7.5,7.0,1.76,1.5609,1.3901,143.76,0.7903,113.0,390,AMBIGUOUS
2024-03-03_the,the,-13.57,0,182.8,81.2,28.9,8.08,6.8,2.24,1.1226,1.5286,140.09,0.7872,113.5,438,AMBIGUOUS
2024-03-23_thd,thd,-2.03,0,180.1,80.2,9.0,5.45,9.1,-1.5,1.435,1.7319,138.12,2.9539,172.8,427,AMBIGUOUS
2024-03-25_tha,tha,8.43,1,309.2,84.1,8.5,6.2,5.6,1.62,2.2559,12.8304,12.24,0.2828,561.0,297,AMBIGUOUS
2024-03-25_thd,thd,6.47,1,302.1,82.2,7.1,6.08,5.7,2.0,2.7542,2.1588,39.09,11.6005,875.4,432,AMBIGUOUS
2024-03-25_the,the,9.12,1,312.2,84.6,9.2,6.17,5.5,1.49,0.8761,8.0697,13.8,0.2257,455.0,274,CONFIRMED_PDL
2024-04-14_tha,tha,-1.53,0,203.3,27.7,0.3,1.64,10.7,3.78,0.0875,2.4124,2.22,0.087,222.2,217,BOUNDARY_LAYER
2024-04-15_tha,tha,-1.53,0,203.3,27.7,0.3,1.64,10.7,3.78,0.0875,2.4146,2.22,0.087,222.2,217,BOUNDARY_LAYER
2024-04-15_the,the,-1.53,0,203.3,27.7,5.9,1.64,10.7,3.78,0.6535,1.6332,22.36,2.6222,197.4,116,AMBIGUOUS
2024-04-17_tha,tha,3.45,1,29.2,81.3,1.5,4.34,14.3,0.77,1.195,1.9386,86.86,3.9634,186.4,545,AMBIGUOUS
2024-04-17_thd,thd,3.49,1,23.5,82.5,5.3,4.4,14.5,0.65,0.5415,3.1612,43.76,0.4527,159.9,33,CONFIRMED_PDL
2024-04-17_the,the,3.74,1,7.3,80.3,3.2,5.02,14.9,-0.84,1.2807,1.8475,128.28,4.293,188.6,177,AMBIGUOUS
2024-04-18_tha,tha,3.99,1,319.9,79.4,1.7,2.11,8.7,1.12,0.6072,2.8445,19.08,0.2577,123.4,781,CONFIRMED_PDL
2024-04-18_thd,thd,4.12,1,321.5,82.3,5.5,2.19,8.6,0.82,0.7032,2.4283,25.56,0.3657,128.3,601,CONFIRMED_PDL
2024-04-18_the,the,4.66,1,332.6,80.5,3.4,2.54,8.4,-1.06,0.4788,2.3751,20.92,0.1996,115.5,447,CONFIRMED_PDL
2024-04-19_thd,thd,-10.78,0,152.3,79.5,5.7,3.31,4.2,2.88,1.2728,1.5806,36.21,0.1976,99.7,436,AMBIGUOUS
2024-04-19_the,the,-7.74,0,146.9,77.3,3.5,4.09,4.6,3.32,1.5809,1.1098,92.12,1.7463,168.0,451,AMBIGUOUS
2024-04-26_the,the,-6.44,0,197.7,52.8,6.3,2.27,5.8,5.46,3.1858,1.595,47.28,0.3615,124.6,12,AMBIGUOUS
2024-04-27_the,the,3.5,1,48.4,81.3,6.4,1.95,5.6,-1.39,0.22,1.4633,7.53,1.192,418.0,417,AMBIGUOUS
2024-04-28_thd,thd,2.99,1,43.0,57.1,9.4,1.86,7.9,-3.31,1.1967,1.541,24.49,1.3641,190.4,218,AMBIGUOUS
2024-04-28_the,the,2.88,1,33.1,52.6,6.8,1.9,8.6,-3.35,1.0995,0.8155,30.43,6.0864,172.7,451,AMBIGUOUS
2024-05-16_tha,tha,-1.15,0,112.5,39.3,13.5,1.42,7.7,-4.15,4.0906,2.5088,57.53,2.2757,234.3,201,AMBIGUOUS
2024-05-17_tha,tha,7.37,1,27.2,69.5,13.9,2.54,6.4,3.17,0.4044,1.9281,12.15,0.1435,136.6,207,CONFIRMED_PDL
2024-05-18_tha,tha,-3.99,0,146.1,69.7,14.1,1.69,6.5,2.38,1.8157,1.2326,30.89,2.0097,212.3,890,AMBIGUOUS
2024-05-19_tha,tha,-2.28,0,105.2,76.1,14.2,1.43,4.6,-2.22,0.4827,1.4559,9.25,0.1897,130.1,825,AMBIGUOUS
2024-05-19_thd,thd,-2.38,0,106.0,75.7,16.8,1.43,4.6,-2.27,0.3419,1.4179,6.82,0.2143,249.0,633,AMBIGUOUS
2024-05-20_the,the,1.78,1,58.8,43.7,14.3,1.45,7.0,-4.36,1.4787,1.2937,32.81,0.7861,146.7,256,AMBIGUOUS
2024-05-22_the,the,2.36,1,6.5,62.2,15.5,2.05,9.4,-2.53,1.3312,1.2058,46.52,2.9191,168.8,287,AMBIGUOUS
2024-05-23_tha,tha,1.62,1,18.4,61.0,16.1,2.08,9.5,-2.48,0.8888,2.0653,24.88,0.8058,161.0,772,CONFIRMED_PDL
2024-05-23_thd,thd,1.63,1,18.3,61.0,18.4,2.08,9.7,-2.48,0.7809,2.4058,26.0,0.6209,151.2,676,CONFIRMED_PDL
2024-05-23_the,the,2.25,1,11.8,57.3,15.5,2.06,9.4,-2.84,1.0628,1.6815,38.27,1.2274,165.9,567,AMBIGUOUS
2024-05-24_tha,tha,-4.94,0,226.0,62.5,16.5,1.64,5.1,4.15,0.1626,3.06,4.18,0.1024,361.2,179,AMBIGUOUS
2024-05-24_the,the,-4.93,0,218.0,63.4,16.0,1.65,5.1,4.17,0.6753,1.6944,24.21,0.3869,130.4,121,AMBIGUOUS
2024-05-31_tha,tha,-4.84,0,180.9,76.2,19.0,5.09,11.5,-1.6,1.2283,2.0125,61.54,2.7847,148.3,614,AMBIGUOUS
2024-05-31_thd,thd,-4.77,0,182.3,76.6,20.7,5.07,11.3,-1.59,1.5228,1.4275,71.07,2.2759,176.1,500,AMBIGUOUS
2024-05-31_the,the,-5.36,0,179.5,76.3,17.9,5.14,10.8,-1.62,0.9418,1.6961,81.48,3.5354,154.7,416,AMBIGUOUS
2024-06-03_thd,thd,-1.99,0,212.5,38.5,20.8,2.8,11.0,-4.3,0.7812,1.8769,61.14,1.4379,98.4,631,AMBIGUOUS
2024-06-03_the,the,-1.91,0,217.3,34.6,18.2,2.75,10.9,-4.43,1.1749,1.4959,100.81,6.6541,102.1,525,AMBIGUOUS
2024-06-08_tha,tha,-1.03,0,160.7,74.2,21.5,5.04,14.4,1.2,2.7242,2.8393,24.6,0.4922,283.7,595,AMBIGUOUS
2024-06-08_the,the,-1.02,0,168.4,74.3,20.0,5.04,14.4,1.18,2.7269,1.9857,43.76,0.8413,321.8,400,AMBIGUOUS
2025-04-16_tha,tha,4.85,1,304.5,58.5,27.8,8.67,6.3,-8.8,0.3029,1.1626,7.32,0.1093,238.6,395,AMBIGUOUS
2025-04-21_tha,tha,5.98,1,56.9,68.8,27.4,10.05,8.4,-4.97,0.4474,1.9479,23.74,0.1646,289.2,239,CONFIRMED_PDL
2025-04-21_thd,thd,2.37,1,75.2,58.0,29.0,8.39,6.3,-8.68,1.2051,1.2205,86.05,1.0332,160.0,469,AMBIGUOUS
2025-04-21_the,the,5.98,1,56.9,68.9,28.6,10.11,8.4,-4.86,0.4815,1.1129,36.24,0.3393,280.6,144,AMBIGUOUS
2025-05-17_tha,tha,0.37,1,275.6,77.3,21.0,6.67,5.2,3.71,0.5909,1.7152,34.23,0.2789,213.3,520,CONFIRMED_PDL
2025-05-17_thd,thd,2.77,1,68.8,56.1,21.3,7.55,5.3,-9.45,0.2862,1.8866,22.06,0.2189,281.9,328,AMBIGUOUS
2025-05-17_the,the,0.01,1,270.2,74.3,19.6,6.53,5.2,4.56,0.6332,1.4315,47.96,0.3942,205.0,132,CONFIRMED_PDL
2025-05-25_tha,tha,2.17,1,64.5,44.4,23.1,3.74,8.7,-5.55,1.1651,0.8909,40.14,3.8534,275.1,658,AMBIGUOUS
2025-05-27_thd,thd,-3.56,0,159.5,67.6,22.1,7.38,17.5,-2.13,7.8452,5.5463,89.91,6.939,255.3,375,AMBIGUOUS
2025-05-29_tha,tha,-1.68,0,246.6,55.5,23.5,4.39,9.8,4.19,0.2573,3.4291,3.0,0.1408,904.6,352,AMBIGUOUS
2025-05-29_thd,thd,-1.42,0,247.6,54.0,22.4,4.36,10.0,4.24,1.0518,2.2608,14.43,1.1702,716.5,462,AMBIGUOUS
2025-05-29_the,the,-1.97,0,247.0,64.5,20.7,4.45,8.2,3.92,0.1315,3.6178,2.45,0.0907,884.2,120,BOUNDARY_LAYER
2025-05-31_the,the,-1.32,0,241.1,45.3,23.3,1.98,7.3,4.77,0.7063,1.4457,6.93,0.9233,642.2,475,AMBIGUOUS
2025-06-01_tha,tha,-1.67,0,243.9,73.1,24.7,3.83,10.6,1.87,1.0462,1.4202,12.11,3.6771,687.1,664,AMBIGUOUS
2025-06-01_thd,thd,-1.65,0,245.2,72.8,23.4,3.81,10.6,1.91,1.0136,2.1692,13.41,0.989,447.6,208,AMBIGUOUS
2025-06-01_the,the,-1.69,0,242.6,71.9,21.9,3.74,10.8,1.97,1.0245,1.4277,19.42,4.1785,728.2,337,AMBIGUOUS
2025-06-02_tha,tha,-5.43,0,129.7,57.5,24.9,2.87,5.0,6.45,0.1154,1.1697,0.68,0.0567,388.0,19,BOUNDARY_LAYER
2025-06-03_tha,tha,-7.04,0,193.5,47.2,25.0,2.33,5.6,6.38,1.2928,1.5027,10.84,0.7722,311.9,884,AMBIGUOUS
2025-06-03_thd,thd,-6.92,0,195.0,47.2,23.4,2.32,5.6,6.34,1.436,1.4529,15.12,1.011,311.7,714,AMBIGUOUS
2025-06-03_the,the,-7.29,0,188.5,50.4,22.2,2.42,5.6,6.16,1.1606,1.0972,17.17,1.0336,322.0,597,AMBIGUOUS
2025-06-04_thd,thd,-2.49,0,234.8,55.7,23.1,3.27,6.7,5.19,1.2421,2.2993,14.35,0.6572,369.1,558,AMBIGUOUS
2025-06-04_the,the,-3.25,0,231.1,54.9,22.0,2.89,6.7,5.08,1.0083,0.4987,20.76,5.5443,490.7,13,AMBIGUOUS
2025-06-05_tha,tha,0.49,1,40.6,55.2,24.9,3.3,15.5,2.12,1.7011,1.0696,19.75,12.9831,471.9,670,AMBIGUOUS
2025-06-06_thd,thd,-1.65,0,243.9,46.1,23.5,2.1,9.9,3.62,0.5067,2.661,13.78,0.3647,209.7,488,AMBIGUOUS
2025-06-06_the,the,-1.86,0,238.6,50.6,22.2,2.11,10.3,3.21,1.0502,1.858,30.73,1.3388,259.5,35,AMBIGUOUS
2025-06-07_tha,tha,8.64,1,309.3,64.7,25.9,3.4,4.3,6.59,1.1966,1.2212,24.89,0.2353,154.6,607,AMBIGUOUS
2025-06-07_thd,thd,8.64,1,309.3,64.7,24.0,3.4,4.3,6.59,0.096,1.2331,4.41,0.1087,321.0,123,AMBIGUOUS
2025-06-07_the,the,8.26,1,308.1,65.0,22.7,3.47,4.3,6.53,2.0419,0.6361,54.6,1.2521,188.8,182,AMBIGUOUS
2025-06-08_tha,tha,9.24,1,311.1,65.2,25.8,3.06,4.2,6.46,0.2724,1.3919,7.21,0.0834,171.9,521,BOUNDARY_LAYER
2025-06-08_thd,thd,9.32,1,311.3,65.2,23.9,3.0,4.2,6.46,0.0995,1.2924,4.41,0.1076,314.5,129,AMBIGUOUS
2025-06-08_the,the,8.64,1,309.3,64.8,22.8,3.4,4.3,6.58,1.9689,0.5944,54.6,1.2521,188.8,182,AMBIGUOUS
2025-06-09_the,the,-0.83,0,263.8,81.8,23.0,4.49,8.0,-1.36,0.1791,2.3499,6.7,0.274,540.4,65,AMBIGUOUS
2025-06-10_tha,tha,-0.51,0,259.7,70.5,26.2,1.97,11.3,1.46,0.9868,1.5578,15.43,1.8741,260.6,601,AMBIGUOUS
2025-06-10_thd,thd,-0.46,0,260.7,69.9,24.0,1.97,11.3,1.5,0.9426,1.654,20.8,2.3274,260.6,719,AMBIGUOUS
2025-06-11_thd,thd,0.79,1,279.9,88.7,23.8,2.51,10.3,0.13,0.5929,2.1205,15.36,0.3213,195.2,315,CONFIRMED_PDL
2025-06-27_tha,tha,0.7,1,309.8,59.1,26.6,2.05,11.9,2.16,1.3329,1.8678,8.06,1.6699,534.9,451,AMBIGUOUS
2025-06-28_tha,tha,-0.23,0,266.1,56.5,26.9,1.6,10.5,2.34,0.5626,2.5355,3.86,0.374,444.1,913,AMBIGUOUS
2025-06-28_thd,thd,-0.26,0,265.5,56.1,23.3,1.6,10.4,2.38,0.9689,1.8451,8.62,1.2631,396.0,294,AMBIGUOUS
2025-07-01_thd,thd,0.77,1,287.2,55.3,23.4,1.64,9.4,2.68,0.0942,2.9767,1.26,0.123,531.2,308,AMBIGUOUS
2025-07-02_thd,thd,-1.99,0,242.2,45.8,23.1,2.06,8.1,4.39,2.2712,1.3977,47.63,3.3381,162.6,721,AMBIGUOUS
2025-07-02_the,the,-1.79,0,246.4,47.4,23.6,1.53,6.8,4.33,0.2183,2.4359,4.12,0.0753,287.0,126,BOUNDARY_LAYER
2025-07-03_tha,tha,6.01,1,329.4,80.0,26.5,7.68,7.8,2.17,2.6808,6.7146,35.05,0.17,107.8,228,AMBIGUOUS
2025-07-04_thd,thd,-2.11,0,256.1,78.5,22.3,1.6,4.8,1.87,2.1659,1.313,37.13,0.4843,94.6,836,AMBIGUOUS
2025-07-05_tha,tha,-1.91,0,259.6,86.6,26.2,3.13,5.3,0.71,0.7045,1.4287,17.26,0.2456,143.6,743,AMBIGUOUS
2025-07-05_thd,thd,-1.69,0,260.6,87.1,22.3,3.15,5.3,0.6,0.4211,1.6242,15.17,0.2289,168.6,520,AMBIGUOUS
2025-07-06_tha,tha,-7.24,0,215.1,79.3,26.4,4.12,6.9,2.04,1.7001,1.2351,41.18,1.8015,274.5,706,AMBIGUOUS
2025-07-07_tha,tha,-6.1,0,221.3,78.7,26.4,4.1,6.9,2.19,1.6348,1.1991,40.9,1.7986,272.1,698,AMBIGUOUS
2025-07-08_tha,tha,2.29,1,293.6,65.1,26.5,2.71,6.8,3.51,0.3547,2.0306,4.83,0.1633,358.1,136,AMBIGUOUS
2025-07-08_thd,thd,2.29,1,293.7,64.9,22.5,2.7,6.8,3.56,1.2085,1.2219,21.18,1.4863,342.8,613,AMBIGUOUS
2025-07-10_thd,thd,0.14,1,78.5,63.6,21.8,2.6,36.7,0.68,0.4758,13.4899,19.5,0.4176,217.3,392,CONFIRMED_PDL
2025-07-11_tha,tha,0.02,1,89.8,50.7,25.2,4.62,6.7,-7.14,0.1252,1.9653,4.29,0.1077,444.3,134,AMBIGUOUS
2025-07-11_thd,thd,-0.06,0,90.5,50.9,21.2,4.65,6.6,-7.13,1.4344,1.2646,65.88,2.6855,243.7,363,AMBIGUOUS
2025-07-11_the,the,-2.58,0,111.5,51.1,22.3,4.44,6.4,-7.34,0.1265,2.2881,6.31,0.1282,392.7,27,AMBIGUOUS
2025-07-12_tha,tha,0.92,1,84.1,52.5,25.0,3.89,6.0,-7.18,1.2109,1.3025,20.38,0.4973,242.3,660,AMBIGUOUS
2025-07-12_thd,thd,0.92,1,84.1,52.4,20.9,3.88,5.9,-7.2,1.0877,1.4572,26.07,0.558,246.4,518,AMBIGUOUS
2025-07-13_the,the,-0.94,0,146.3,54.5,21.9,2.87,10.4,-3.36,1.1696,1.2531,21.02,2.5938,423.3,471,AMBIGUOUS
2025-07-14_tha,tha,1.45,1,71.1,50.4,25.9,2.83,6.8,-5.18,1.0682,1.3688,15.14,0.9965,328.6,686,AMBIGUOUS
2025-07-14_thd,thd,1.45,1,71.1,50.4,21.5,2.83,6.8,-5.18,0.5211,1.7252,13.15,0.6038,324.2,454,CONFIRMED_PDL
2025-07-15_thd,thd,-0.66,0,97.2,56.5,21.2,2.79,6.2,-5.13,0.3844,1.8652,11.11,0.4841,369.5,467,AMBIGUOUS
2025-07-22_tha,tha,-2.97,0,256.1,69.2,25.7,6.11,5.7,5.46,1.1014,1.8496,33.33,0.5217,261.4,588,AMBIGUOUS
2025-07-22_thd,thd,-2.97,0,256.1,69.2,21.4,6.11,5.7,5.46,1.1546,1.7668,56.65,1.0657,241.2,460,AMBIGUOUS
2025-07-23_tha,tha,-2.37,0,258.0,67.5,24.1,6.37,5.9,5.8,0.8789,1.9435,33.31,0.5196,261.3,572,AMBIGUOUS
2025-07-23_thd,thd,-1.83,0,260.4,65.7,19.4,6.48,5.9,6.26,1.1077,1.3926,56.1,1.0518,239.2,441,AMBIGUOUS
2025-08-08_the,the,-0.02,0,90.2,68.0,30.0,7.23,6.8,-5.39,1.1519,2.1058,70.85,1.319,225.4,368,AMBIGUOUS
2025-08-09_tha,tha,-7.75,0,129.4,65.6,26.1,5.57,5.7,-6.17,0.8401,1.2898,39.44,0.6394,215.0,714,AMBIGUOUS
2025-08-09_thd,thd,-8.27,0,130.0,64.2,20.0,5.17,5.4,-6.48,0.6713,1.5124,42.98,0.5067,195.1,546,AMBIGUOUS
2025-08-09_the,the,-7.59,0,128.9,65.6,20.9,5.8,5.7,-6.16,0.8239,1.8372,61.56,0.6085,225.6,456,AMBIGUOUS
