eid,probe,stage,bz,cls
2008-09-18_thc,thc,contrib,-0.99,AMBIGUOUS
2008-09-18_thd,thd,no_bg,-1.28,
2008-09-18_the,the,no_bg,-0.78,
2008-09-19_tha,tha,no_sheath,-0.45,
2008-09-19_thc,thc,no_bg,-0.69,
2008-09-19_thd,thd,no_bg,-1.23,
2008-09-19_the,the,no_bg,-1.14,
2008-09-20_tha,tha,no_sheath,0.74,
2008-09-20_thb,thb,contrib,0.74,CONFIRMED_PDL
2008-09-20_thc,thc,contrib,0.91,AMBIGUOUS
2008-09-20_thd,thd,no_bg,1.38,
2008-09-20_the,the,no_bg,0.73,
2008-09-21_tha,tha,no_bg,-2.39,
2008-09-21_thb,thb,contrib,0.73,CONFIRMED_PDL
2008-09-21_thc,thc,no_bg,0.73,
2008-09-21_thd,thd,no_bg,-4.88,
2008-09-21_the,the,no_bg,-4.89,
2008-09-22_tha,tha,no_sheath,2.57,
2008-09-22_thc,thc,no_bg,0.8,
2008-09-22_thd,thd,no_bg,0.8,
2008-09-22_the,the,no_bg,-4.89,
2008-09-23_tha,tha,no_sheath,0.06,
2008-09-23_thd,thd,no_sheath,-0.01,
2008-09-23_the,the,no_bg,0.59,
2008-09-24_tha,tha,no_sheath,-0.69,
2008-09-24_thb,thb,contrib,1.42,CONFIRMED_PDL
2008-09-24_thc,thc,no_bg,1.33,
2008-09-24_thd,thd,no_bg,1.33,
2008-09-24_the,the,no_sheath,0.04,
2008-09-25_tha,tha,no_sheath,2.29,
2008-09-25_thb,thb,contrib,1.42,CONFIRMED_PDL
2008-09-25_thd,thd,no_bg,-2.16,
2008-09-25_the,the,no_bg,1.35,
2008-09-26_tha,tha,no_sheath,1.09,
2008-09-26_thc,thc,no_bg,1.16,
2008-09-26_thd,thd,no_bg,1.16,
2008-09-26_the,the,no_bg,-0.28,
2008-09-27_tha,tha,no_sheath,1.81,
2008-09-27_thd,thd,no_sheath,-0.61,
2008-09-27_the,the,no_sheath,1.66,
2008-09-28_tha,tha,no_sheath,-0.39,
2008-09-28_thb,thb,contrib,3.5,CONFIRMED_PDL
2008-09-28_thc,thc,no_bg,3.29,
2008-09-28_thd,thd,no_bg,3.25,
2008-09-28_the,the,no_sheath,-0.22,
2008-09-29_tha,tha,no_sheath,0.67,
2008-09-29_thb,thb,contrib,3.59,CONFIRMED_PDL
2008-09-29_thd,thd,no_sheath,0.57,
2008-09-29_the,the,no_bg,3.8,
2008-09-30_tha,tha,no_bg,0.2,
2008-09-30_thc,thc,contrib,0.1,AMBIGUOUS
2008-09-30_thd,thd,no_bg,0.19,
2008-09-30_the,the,no_sheath,0.7,
2008-10-01_tha,tha,no_sheath,0.92,
2008-10-01_thd,thd,no_sheath,0.36,
2008-10-01_the,the,no_bg,0.51,
2008-10-02_tha,tha,no_sheath,-0.64,
2008-10-02_thb,thb,no_bg,0.69,
2008-10-02_thc,thc,no_bg,0.4,
2008-10-02_thd,thd,no_bg,0.69,
2008-10-02_the,the,no_sheath,0.06,
2008-10-03_tha,tha,no_sheath,-0.35,
2008-10-03_thb,thb,no_bg,0.67,
2008-10-03_thd,thd,no_bg,-0.92,
2008-10-03_the,the,no_bg,0.53,
2008-10-04_tha,tha,no_sheath,0.67,
2008-10-04_thc,thc,no_sheath,0.84,
2008-10-04_thd,thd,no_sheath,-0.06,
2008-10-04_the,the,no_bg,-1.08,
2008-10-05_tha,tha,no_sheath,0.48,
2008-10-05_thd,thd,no_sheath,-0.06,
2008-10-05_the,the,no_sheath,0.8,
2008-10-06_tha,tha,no_sheath,-0.72,
2008-10-06_thc,thc,no_bg,1.69,
2008-10-06_thd,thd,no_sheath,0.23,
2008-10-06_the,the,no_sheath,-0.2,
2008-10-07_tha,tha,no_sheath,1.24,
2008-10-07_thd,thd,no_sheath,1.35,
2008-10-07_the,the,no_sheath,1.33,
2008-10-08_thc,thc,no_bg,1.39,
2008-10-08_thd,thd,no_sheath,-0.62,
2008-10-08_the,the,no_sheath,-0.27,
2008-10-09_tha,tha,no_sheath,1.25,
2008-10-09_thd,thd,no_sheath,0.78,
2008-10-09_the,the,no_sheath,1.0,
2008-10-10_thd,thd,no_sheath,1.29,
2008-10-10_the,the,no_sheath,0.58,
2008-10-11_tha,tha,no_bg,-2.49,
2008-10-11_the,the,no_bg,-3.52,
2008-10-12_tha,tha,no_sheath,-1.73,
2008-10-12_thc,thc,no_bg,-1.38,
2008-10-12_thd,thd,no_sheath,-1.47,
2008-10-12_the,the,no_sheath,-1.47,
2008-10-13_tha,tha,no_sheath,-0.46,
2008-10-13_thd,thd,no_sheath,0.27,
2008-10-13_the,the,no_sheath,-1.32,
2008-10-14_tha,tha,no_sheath,-1.64,
2008-10-14_thc,thc,no_bg,-0.28,
2008-10-14_thd,thd,no_sheath,-2.52,
2008-10-14_the,the,no_sheath,0.03,
2008-10-15_tha,tha,no_sheath,-4.01,
2008-10-15_thd,thd,no_sheath,-1.27,
2008-10-15_the,the,no_sheath,-3.46,
2008-10-16_tha,tha,no_sheath,-2.74,
2008-10-16_thc,thc,no_sheath,-1.29,
2008-10-16_thd,thd,no_sheath,-0.13,
2008-10-16_the,the,no_sheath,-1.47,
2008-10-17_tha,tha,no_sheath,-1.02,
2008-10-17_thd,thd,no_sheath,0.8,
2008-10-17_the,the,no_sheath,0.1,
2008-10-18_tha,tha,no_sheath,2.12,
2008-10-18_thb,thb,no_sheath,-0.83,
2008-10-18_thc,thc,no_bg,-0.8,
2008-10-18_thd,thd,no_sheath,-0.83,
2008-10-18_the,the,no_sheath,1.1,
2008-10-19_tha,tha,no_sheath,-2.41,
2008-10-19_thd,thd,no_sheath,-0.7,
2008-10-19_the,the,no_sheath,-1.93,
2008-10-20_tha,tha,no_sheath,3.03,
2008-10-20_thc,thc,no_bg,0.6,
2008-10-20_thd,thd,no_sheath,-1.28,
2008-10-20_the,the,no_sheath,1.42,
2008-10-21_tha,tha,no_sheath,1.23,
2008-10-21_thd,thd,no_sheath,0.68,
2008-10-21_the,the,no_sheath,-1.06,
2008-10-22_tha,tha,no_sheath,1.1,
2008-10-22_thb,thb,no_bg,-1.77,
2008-10-22_thc,thc,no_sheath,-0.55,
2008-10-22_thd,thd,no_sheath,-0.96,
2008-10-22_the,the,no_sheath,0.82,
2008-10-23_tha,tha,no_sheath,-0.56,
2008-10-23_thd,thd,no_sheath,1.05,
2008-10-23_the,the,no_sheath,-0.48,
2008-10-24_tha,tha,no_sheath,1.1,
2008-10-24_thc,thc,no_sheath,0.65,
2008-10-24_thd,thd,no_sheath,0.58,
2008-10-24_the,the,no_sheath,1.13,
2008-10-25_tha,tha,no_sheath,0.34,
2008-10-25_thd,thd,no_sheath,-0.5,
2008-10-25_the,the,no_sheath,0.38,
2008-10-26_tha,tha,no_bg,-0.55,
2008-10-26_thb,thb,no_sheath,2.05,
2008-10-26_thc,thc,no_sheath,0.76,
2008-10-26_thd,thd,no_sheath,0.77,
2008-10-26_the,the,no_bg,-0.59,
2008-10-27_tha,tha,no_sheath,0.86,
2008-10-27_thd,thd,no_sheath,1.15,
2008-10-27_the,the,no_sheath,0.97,
2008-10-28_tha,tha,no_sheath,-0.43,
2008-10-28_thc,thc,no_bg,0.14,
2008-10-28_thd,thd,no_bg,2.01,
2008-10-28_the,the,no_sheath,-0.55,
2008-10-29_tha,tha,no_sheath,1.19,
2008-10-29_thd,thd,no_sheath,1.09,
2008-10-29_the,the,no_bg,1.66,
2008-10-30_tha,tha,no_sheath,0.26,
2008-10-30_thd,thd,no_sheath,0.2,
2008-10-30_the,the,no_sheath,1.25,
2008-10-31_tha,tha,no_sheath,-0.18,
2008-10-31_thd,thd,no_sheath,-0.19,
2008-10-31_the,the,no_sheath,0.58,
2008-11-01_tha,tha,no_sheath,1.4,
2008-11-01_thd,thd,no_sheath,1.46,
2008-11-01_the,the,no_sheath,0.05,
2008-11-02_tha,tha,no_sheath,0.33,
2008-11-02_thd,thd,no_sheath,0.51,
2008-11-02_the,the,no_sheath,1.9,
2008-11-03_tha,tha,no_sheath,0.34,
2008-11-03_thd,thd,no_sheath,0.45,
2008-11-03_the,the,no_sheath,1.36,
2008-11-04_tha,tha,no_sheath,0.34,
2008-11-04_thd,thd,no_sheath,0.25,
2008-11-04_the,the,no_sheath,0.53,
2008-11-05_the,the,no_sheath,0.34,
2008-11-06_tha,tha,no_sheath,1.96,
2008-11-06_thd,thd,no_sheath,2.02,
2008-11-07_tha,tha,no_sheath,-0.43,
2008-11-07_thd,thd,no_sheath,-0.89,
2008-11-07_the,the,no_bg,3.1,
2009-06-03_thb,thb,no_bg,-1.83,
2009-06-07_thb,thb,no_bg,0.66,
2009-06-11_thb,thb,no_bg,0.14,
2009-06-15_thb,thb,no_bg,0.21,
2009-06-19_thb,thb,no_bg,0.08,
2009-06-23_thb,thb,contrib,0.53,CONFIRMED_PDL
2009-06-23_thc,thc,no_bg,0.23,
2009-06-25_thc,thc,no_bg,-0.69,
2009-06-27_thb,thb,no_bg,2.48,
2009-06-27_thc,thc,no_bg,2.77,
2009-06-29_thc,thc,no_bg,-0.14,
2009-07-01_thb,thb,no_bg,0.31,
2009-07-01_thc,thc,no_sheath,0.19,
2009-07-03_thc,thc,no_sheath,-0.98,
2009-07-05_thb,thb,no_bg,2.49,
2009-07-05_thc,thc,no_bg,2.42,
2009-07-06_thb,thb,no_sheath,1.54,
2009-07-07_thc,thc,no_bg,-0.44,
2009-07-09_thb,thb,no_bg,-1.51,
2009-07-09_thc,thc,no_bg,-0.53,
2009-07-10_thb,thb,no_sheath,1.37,
2009-07-11_thc,thc,no_bg,-0.42,
2009-07-13_thb,thb,no_shell,0.78,
2009-07-14_thb,thb,no_sheath,0.23,
2009-07-15_thc,thc,no_bg,-0.76,
2009-07-17_thb,thb,contrib,0.33,CONFIRMED_PDL
2009-07-19_thc,thc,no_bg,-1.18,
2009-07-21_thb,thb,contrib,1.24,AMBIGUOUS
2009-07-21_thc,thc,no_bg,-0.87,
2009-07-23_thc,thc,contrib,0.63,BOUNDARY_LAYER
2009-07-24_thc,thc,no_sheath,1.07,
2009-07-25_thb,thb,contrib,1.14,BOUNDARY_LAYER
2009-07-25_thc,thc,no_bg,0.27,
2009-07-26_thc,thc,no_shell,0.06,
2009-07-27_thc,thc,no_bg,-1.18,
2009-07-28_thc,thc,no_shell,-1.69,
2009-07-29_thb,thb,no_shell,0.56,
2009-07-29_thc,thc,no_bg,1.4,
2009-07-30_thc,thc,contrib,0.81,AMBIGUOUS
2009-07-31_thc,thc,no_sheath,-0.61,
2009-08-01_thc,thc,no_bg,-0.19,
2009-08-01_thd,thd,no_sheath,-0.6,
2009-08-02_thd,thd,no_sheath,2.53,
2009-08-02_the,the,no_sheath,2.4,
2009-08-03_thd,thd,no_sheath,-0.02,
2009-08-03_the,the,no_sheath,-0.18,
2009-08-04_thd,thd,no_sheath,-1.04,
2009-08-04_the,the,no_sheath,-1.24,
2009-08-05_thb,thb,no_sheath,-2.33,
2009-08-05_thc,thc,contrib,7.26,CONFIRMED_PDL
2009-08-05_thd,thd,no_sheath,5.99,
2009-08-05_the,the,no_sheath,7.14,
2009-08-06_thb,thb,no_sheath,0.62,
2009-08-06_thc,thc,no_sheath,10.59,
2009-08-06_thd,thd,no_bg,0.66,
2009-08-06_the,the,no_bg,0.56,
2009-08-07_tha,tha,no_sheath,0.15,
2009-08-07_thb,thb,no_sheath,0.29,
2009-08-07_thc,thc,contrib,0.82,AMBIGUOUS
2009-08-07_thd,thd,no_sheath,-0.41,
2009-08-07_the,the,no_sheath,-0.56,
2009-08-08_tha,tha,no_sheath,2.01,
2009-08-08_thc,thc,contrib,0.93,AMBIGUOUS
2009-08-08_thd,thd,no_sheath,0.93,
2009-08-08_the,the,no_sheath,0.88,
2009-08-09_tha,tha,no_sheath,-0.69,
2009-08-09_thb,thb,no_sheath,0.71,
2009-08-09_thc,thc,no_sheath,2.11,
2009-08-09_thd,thd,no_sheath,2.03,
2009-08-09_the,the,no_sheath,2.04,
2009-08-10_tha,tha,no_sheath,-0.04,
2009-08-10_thb,thb,no_sheath,-0.2,
2009-08-10_thc,thc,no_shell,-0.03,
2009-08-10_thd,thd,no_sheath,-0.04,
2009-08-10_the,the,no_sheath,-0.05,
2009-08-11_tha,tha,no_sheath,-2.27,
2009-08-11_thb,thb,no_sheath,-0.32,
2009-08-11_thc,thc,no_sheath,-0.2,
2009-08-11_thd,thd,no_sheath,-0.44,
2009-08-11_the,the,no_sheath,-1.12,
2009-08-12_tha,tha,no_sheath,-1.88,
2009-08-12_thc,thc,no_bg,-1.85,
2009-08-12_thd,thd,no_sheath,0.01,
2009-08-12_the,the,no_sheath,0.84,
2009-08-13_thc,thc,no_sheath,-1.4,
2009-08-13_thd,thd,no_sheath,-1.23,
2009-08-13_the,the,no_sheath,-0.76,
2009-08-14_tha,tha,no_sheath,-0.95,
2009-08-14_thc,thc,no_sheath,-0.84,
2009-08-14_thd,thd,no_sheath,0.86,
2009-08-14_the,the,no_sheath,1.52,
2009-08-15_tha,tha,no_sheath,-0.68,
2009-08-15_thb,thb,no_sheath,-0.89,
2009-08-15_thc,thc,no_sheath,-0.97,
2009-08-15_thd,thd,no_sheath,-1.06,
2009-08-15_the,the,no_sheath,-1.45,
2009-08-16_tha,tha,no_sheath,-0.85,
2009-08-16_thb,thb,no_sheath,-0.76,
2009-08-16_thc,thc,no_sheath,-0.89,
2009-08-16_thd,thd,no_sheath,-0.62,
2009-08-16_the,the,no_sheath,-0.72,
2009-08-17_tha,tha,no_bg,1.22,
2009-08-17_thc,thc,no_shell,1.54,
2009-08-17_thd,thd,no_bg,1.58,
2009-08-17_the,the,no_bg,1.59,
2009-08-18_tha,tha,no_sheath,0.28,
2009-08-18_thc,thc,no_sheath,2.69,
2009-08-18_thd,thd,no_sheath,0.42,
2009-08-18_the,the,no_sheath,0.12,
2009-08-19_tha,tha,no_bg,-2.83,
2009-08-19_thb,thb,no_sheath,-6.47,
2009-08-19_thc,thc,no_sheath,1.37,
2009-08-19_thd,thd,no_bg,-6.6,
2009-08-19_the,the,no_bg,-6.32,
2009-08-20_tha,tha,no_sheath,1.38,
2009-08-20_thb,thb,no_sheath,1.33,
2009-08-20_thc,thc,no_sheath,1.24,
2009-08-20_thd,thd,no_sheath,1.64,
2009-08-20_the,the,no_sheath,1.65,
2009-08-21_tha,tha,no_bg,1.34,
2009-08-21_thb,thb,no_sheath,2.09,
2009-08-21_thc,thc,no_sheath,1.34,
2009-08-21_thd,thd,no_sheath,0.06,
2009-08-21_the,the,no_sheath,-0.61,
2009-08-22_tha,tha,no_sheath,0.71,
2009-08-22_thc,thc,no_sheath,0.64,
2009-08-22_thd,thd,no_sheath,0.75,
2009-08-22_the,the,no_sheath,0.91,
2009-08-23_thc,thc,no_sheath,0.03,
2009-08-23_thd,thd,no_sheath,0.12,
2009-08-23_the,the,no_sheath,0.05,
2009-08-24_tha,tha,no_sheath,0.61,
2009-08-24_thc,thc,no_sheath,0.07,
2009-08-24_thd,thd,no_sheath,-0.21,
2009-08-24_the,the,no_sheath,-0.34,
2009-08-25_tha,tha,no_sheath,0.37,
2009-08-25_thc,thc,no_shell,-0.97,
2009-08-25_thd,thd,no_sheath,0.16,
2009-08-25_the,the,no_sheath,0.17,
2009-08-26_tha,tha,no_sheath,1.58,
2009-08-26_thc,thc,no_sheath,1.58,
2009-08-26_thd,thd,no_sheath,1.48,
2009-08-26_the,the,no_sheath,1.58,
2009-08-27_tha,tha,no_bg,-3.12,
2009-08-27_thc,thc,no_sheath,0.56,
2009-08-27_thd,thd,no_bg,-1.44,
2009-08-27_the,the,no_bg,-2.35,
2009-08-28_tha,tha,no_sheath,1.59,
2009-08-28_thc,thc,no_sheath,0.75,
2009-08-28_thd,thd,no_sheath,-0.11,
2009-08-28_the,the,no_sheath,-0.0,
2009-08-29_tha,tha,no_bg,0.75,
2009-08-29_thc,thc,no_sheath,0.96,
2009-08-29_thd,thd,no_sheath,1.04,
2009-08-29_the,the,no_sheath,0.72,
2009-08-30_tha,tha,contrib,2.83,AMBIGUOUS
2009-08-30_thc,thc,no_sheath,2.56,
2009-08-30_thd,thd,no_bg,0.42,
2009-08-30_the,the,no_bg,-0.44,
2009-08-31_tha,tha,no_bg,0.91,
2009-08-31_thc,thc,no_sheath,1.12,
2009-08-31_thd,thd,no_sheath,-0.4,
2009-08-31_the,the,no_sheath,-0.57,
2009-09-01_tha,tha,no_bg,-0.6,
2009-09-01_thb,thb,no_sheath,0.76,
2009-09-01_thc,thc,no_sheath,-0.76,
2009-09-01_the,the,no_sheath,0.05,
2009-09-02_thc,thc,no_sheath,-0.45,
2009-09-02_thd,thd,no_sheath,0.03,
2009-09-02_the,the,no_sheath,0.28,
2009-09-03_tha,tha,contrib,-0.38,BOUNDARY_LAYER
2009-09-03_thc,thc,no_sheath,2.84,
2009-09-03_thd,thd,no_bg,0.63,
2009-09-03_the,the,no_bg,-0.4,
2009-09-04_tha,tha,no_bg,0.41,
2009-09-04_thc,thc,no_sheath,0.61,
2009-09-04_thd,thd,no_sheath,0.39,
2009-09-04_the,the,no_sheath,0.07,
2009-09-05_tha,tha,no_bg,0.59,
2009-09-05_thc,thc,no_sheath,0.61,
2009-09-05_thd,thd,no_sheath,1.0,
2009-09-05_the,the,no_sheath,0.85,
2009-09-06_tha,tha,no_bg,0.44,
2009-09-06_thc,thc,no_sheath,0.74,
2009-09-06_thd,thd,no_sheath,1.03,
2009-09-06_the,the,no_sheath,1.13,
2009-09-07_tha,tha,no_bg,0.62,
2009-09-07_thc,thc,no_sheath,0.69,
2009-09-07_thd,thd,no_sheath,-0.28,
2009-09-07_the,the,no_sheath,-0.2,
2009-09-08_thc,thc,no_sheath,0.18,
2009-09-08_thd,thd,no_bg,1.51,
2009-09-08_the,the,no_bg,1.42,
2009-09-09_tha,tha,no_bg,1.3,
2009-09-09_thc,thc,no_sheath,0.67,
2009-09-09_thd,thd,no_bg,0.97,
2009-09-09_the,the,no_bg,1.04,
2009-09-10_tha,tha,no_bg,1.73,
2009-09-10_thc,thc,no_sheath,1.27,
2009-09-10_thd,thd,no_sheath,-0.24,
2009-09-10_the,the,no_sheath,-0.45,
2009-09-11_tha,tha,no_bg,-4.24,
2009-09-11_thc,thc,no_sheath,-1.11,
2009-09-11_thd,thd,no_bg,-5.35,
2009-09-11_the,the,no_bg,-4.97,
2009-09-12_tha,tha,no_bg,-0.56,
2009-09-12_thc,thc,no_sheath,-0.81,
2009-09-12_thd,thd,no_bg,-1.27,
2009-09-12_the,the,no_bg,-1.12,
2009-09-13_tha,tha,contrib,-0.05,AMBIGUOUS
2009-09-13_thb,thb,no_sheath,-1.77,
2009-09-13_thc,thc,no_sheath,-2.88,
2009-09-13_thd,thd,contrib,-4.51,AMBIGUOUS
2009-09-13_the,the,contrib,-4.52,AMBIGUOUS
2009-09-14_tha,tha,contrib,0.12,AMBIGUOUS
2009-09-14_thc,thc,no_sheath,2.27,
2009-09-14_thd,thd,no_bg,-0.89,
2009-09-14_the,the,no_bg,-1.51,
2009-09-15_tha,tha,contrib,-0.47,AMBIGUOUS
2009-09-15_thc,thc,no_shell,0.76,
2009-09-15_thd,thd,no_bg,0.41,
2009-09-15_the,the,no_bg,1.58,
2009-09-16_tha,tha,contrib,1.01,AMBIGUOUS
2009-09-16_thc,thc,no_sheath,1.16,
2009-09-16_thd,thd,no_bg,2.23,
2009-09-16_the,the,no_bg,2.17,
2009-09-17_tha,tha,contrib,2.53,AMBIGUOUS
2009-09-17_thc,thc,no_sheath,-0.4,
2009-09-17_thd,thd,no_bg,0.72,
2009-09-18_tha,tha,no_bg,0.95,
2009-09-18_thd,thd,no_bg,1.1,
2009-09-18_the,the,no_bg,1.23,
2009-09-19_tha,tha,no_bg,1.44,
2009-09-19_thc,thc,no_sheath,0.3,
2009-09-19_thd,thd,no_sheath,0.41,
2009-09-19_the,the,no_sheath,1.04,
2009-09-20_tha,tha,no_shell,0.51,
2009-09-20_thc,thc,no_sheath,1.84,
2009-09-20_thd,thd,no_bg,3.97,
2009-09-20_the,the,no_bg,4.02,
2009-09-21_tha,tha,no_shell,1.9,
2009-09-21_thc,thc,no_sheath,1.4,
2009-09-21_thd,thd,no_bg,0.45,
2009-09-21_the,the,no_sheath,0.45,
2009-09-22_tha,tha,no_bg,0.78,
2009-09-22_thb,thb,no_sheath,-1.49,
2009-09-22_thc,thc,no_sheath,-0.22,
2009-09-22_thd,thd,no_sheath,-0.98,
2009-09-22_the,the,no_sheath,-0.77,
2009-09-23_thd,thd,no_sheath,0.14,
2009-09-23_the,the,no_sheath,0.15,
2009-09-24_tha,tha,no_bg,0.95,
2009-09-24_thc,thc,no_sheath,1.61,
2009-09-24_thd,thd,no_sheath,0.34,
2009-09-24_the,the,no_sheath,0.62,
2009-09-25_tha,tha,no_bg,1.46,
2009-09-25_thc,thc,contrib,2.98,AMBIGUOUS
2009-09-25_thd,thd,no_bg,0.25,
2009-09-25_the,the,no_bg,0.16,
2009-09-26_tha,tha,no_shell,0.62,
2009-09-26_thd,thd,no_shell,0.57,
2009-09-26_the,the,no_shell,0.11,
2009-09-27_tha,tha,no_shell,-1.63,
2009-09-27_thc,thc,no_sheath,-1.75,
2009-09-27_thd,thd,no_shell,-1.36,
2009-09-27_the,the,no_shell,-1.53,
2009-09-28_tha,tha,no_bg,0.96,
2009-09-28_thc,thc,no_shell,-2.88,
2009-09-28_thd,thd,no_bg,-1.07,
2009-09-28_the,the,no_bg,-1.61,
2009-09-29_tha,tha,no_bg,0.96,
2009-09-29_thd,thd,no_bg,0.64,
2009-09-29_the,the,no_bg,0.64,
2009-09-30_tha,tha,no_shell,2.87,
2009-09-30_thd,thd,no_bg,0.41,
2009-09-30_the,the,no_bg,-1.38,
2009-10-01_thc,thc,contrib,-0.86,AMBIGUOUS
2009-10-01_thd,thd,no_sheath,1.38,
2009-10-01_the,the,no_sheath,1.34,
2009-10-02_tha,tha,no_bg,0.75,
2009-10-02_thb,thb,no_sheath,-1.09,
2009-10-02_thc,thc,contrib,-1.05,AMBIGUOUS
2009-10-02_thd,thd,no_sheath,0.27,
2009-10-02_the,the,no_sheath,-0.06,
2009-10-03_tha,tha,no_bg,1.24,
2009-10-03_thd,thd,no_bg,1.62,
2009-10-03_the,the,no_bg,1.07,
2009-10-04_tha,tha,no_shell,1.87,
2009-10-04_thd,thd,no_bg,2.07,
2009-10-04_the,the,no_bg,1.71,
2009-10-05_tha,tha,no_bg,0.59,
2009-10-05_thc,thc,contrib,-0.24,AMBIGUOUS
2009-10-05_thd,thd,no_sheath,0.04,
2009-10-05_the,the,no_bg,0.37,
2009-10-06_tha,tha,no_bg,0.48,
2009-10-06_thd,thd,no_sheath,0.24,
2009-10-06_the,the,no_sheath,0.13,
2009-10-07_tha,tha,no_bg,1.55,
2009-10-07_thd,thd,no_bg,-1.32,
2009-10-07_the,the,no_bg,-1.77,
2009-10-08_tha,tha,no_bg,0.77,
2009-10-08_thc,thc,no_sheath,0.95,
2009-10-08_thd,thd,no_bg,-1.49,
2009-10-08_the,the,no_bg,-1.46,
2009-10-09_tha,tha,no_bg,-2.02,
2009-10-09_thc,thc,no_bg,-2.02,
2009-10-09_thd,thd,no_bg,-2.23,
2009-10-09_the,the,no_bg,-2.09,
2009-10-10_tha,tha,no_bg,-2.37,
2009-10-10_thd,thd,no_bg,-1.82,
2009-10-10_the,the,no_bg,-1.53,
2009-10-11_tha,tha,no_shell,1.25,
2009-10-11_thb,thb,no_sheath,1.71,
2009-10-11_thd,thd,no_bg,0.9,
2009-10-11_the,the,no_bg,1.03,
2009-10-12_tha,tha,no_bg,0.41,
2009-10-12_thb,thb,contrib,1.63,AMBIGUOUS
2009-10-12_thc,thc,no_shell,0.17,
2009-10-12_thd,thd,no_sheath,0.48,
2009-10-12_the,the,no_sheath,0.42,
2009-10-13_tha,tha,no_bg,1.54,
2009-10-13_thc,thc,contrib,0.5,CONFIRMED_PDL
2009-10-13_thd,thd,no_sheath,-1.08,
2009-10-13_the,the,no_sheath,-0.46,
2009-10-14_tha,tha,no_bg,1.85,
2009-10-14_thd,thd,no_bg,1.67,
2009-10-14_the,the,no_bg,1.52,
2009-10-15_tha,tha,no_bg,-0.37,
2009-10-15_thd,thd,no_bg,1.1,
2009-10-15_the,the,no_bg,1.09,
2009-10-16_tha,tha,no_bg,1.59,
2009-10-16_thc,thc,no_shell,2.04,
2009-10-16_thd,thd,no_sheath,1.25,
2009-10-16_the,the,no_sheath,1.44,
2009-10-17_thc,thc,no_bg,1.16,
2009-10-17_thd,thd,no_bg,2.24,
2009-10-17_the,the,no_bg,2.23,
2009-10-18_tha,tha,no_bg,-0.07,
2009-10-18_thd,thd,no_bg,0.27,
2009-10-18_the,the,no_bg,0.65,
2009-10-19_tha,tha,no_bg,0.56,
2009-10-19_thd,thd,no_bg,0.0,
2009-10-19_the,the,no_bg,0.58,
2009-10-20_tha,tha,no_bg,0.11,
2009-10-20_thc,thc,contrib,0.07,AMBIGUOUS
2009-10-20_thd,thd,no_sheath,0.24,
2009-10-20_the,the,no_sheath,0.25,
2009-10-21_tha,tha,no_bg,0.05,
2009-10-21_thb,thb,no_sheath,2.63,
2009-10-21_thc,thc,no_bg,0.02,
2009-10-21_thd,thd,no_bg,0.66,
2009-10-21_the,the,no_bg,-0.81,
2009-10-22_tha,tha,contrib,-4.05,AMBIGUOUS
2009-10-22_thb,thb,no_sheath,-1.33,
2009-10-22_thd,thd,no_bg,-6.03,
2009-10-22_the,the,no_bg,-5.9,
2009-10-23_tha,tha,contrib,-1.76,AMBIGUOUS
2009-10-23_thd,thd,no_bg,0.82,
2009-10-23_the,the,no_bg,1.08,
2009-10-24_tha,tha,no_sheath,-0.12,
2009-10-24_thc,thc,no_shell,-1.19,
2009-10-24_thd,thd,no_bg,-1.31,
2009-10-24_the,the,no_bg,1.19,
2009-10-25_tha,tha,no_bg,-1.31,
2009-10-25_thc,thc,no_bg,-0.91,
2009-10-25_the,the,no_bg,-1.17,
2009-10-26_thd,thd,no_sheath,-1.19,
2009-10-27_tha,tha,no_bg,0.7,
2009-10-27_thd,thd,no_sheath,1.09,
2009-10-27_the,the,no_sheath,-0.98,
2009-10-28_tha,tha,no_bg,0.59,
2009-10-28_thd,thd,no_bg,0.47,
2009-10-28_the,the,no_sheath,1.09,
2009-10-29_tha,tha,no_bg,1.09,
2009-10-29_thc,thc,no_shell,6.15,
2009-10-29_thd,thd,no_bg,-3.69,
2009-10-29_the,the,no_bg,0.6,
2009-10-30_tha,tha,no_bg,-4.4,
2009-10-30_thd,thd,no_bg,-0.6,
2009-10-30_the,the,no_bg,-4.09,
2009-10-31_tha,tha,no_bg,-0.73,
2009-10-31_thd,thd,no_sheath,-0.79,
2009-10-31_the,the,no_bg,-0.63,
2009-11-01_tha,tha,no_bg,3.57,
2009-11-01_thb,thb,no_sheath,3.62,
2009-11-01_thd,thd,no_sheath,-0.31,
2009-11-01_the,the,no_sheath,-0.21,
2009-11-02_tha,tha,no_bg,1.3,
2009-11-02_thc,thc,no_bg,1.93,
2009-11-02_thd,thd,no_sheath,3.52,
2009-11-02_the,the,no_bg,3.71,
2009-11-03_tha,tha,no_sheath,-0.38,
2009-11-03_thd,thd,no_sheath,1.26,
2009-11-03_the,the,no_sheath,1.25,
2009-11-04_tha,tha,no_bg,2.48,
2009-11-04_thd,thd,no_sheath,0.12,
2009-11-04_the,the,no_sheath,0.13,
2009-11-05_tha,tha,no_bg,2.38,
2009-11-05_thd,thd,no_sheath,2.38,
2009-11-05_the,the,no_sheath,1.85,
2009-11-06_tha,tha,no_sheath,1.58,
2009-11-06_thd,thd,no_sheath,2.36,
2009-11-06_the,the,no_sheath,1.99,
2009-11-07_tha,tha,no_sheath,1.99,
