eid,grp,north,dp,cone,shear,bz,ma,sza,mp0,bs0,thick,n_bg,b_bg,t_bg,v_bg,dn,eb,beta_near,t_near,n_near,r_nb,peak,shape,flux
2016-07-27_the,A,True,3.02,81.0,70.30000000000001,0.62,14.9,21.5,9.649025905462915,12.338364282695313,2.6893383772323975,80.08943939208984,21.790122985839844,149.81402910638198,72.72098541259766,0.838,2.0605,1.9437,156.2,67.12,-0.854,1.732,0.956,0.735
2016-07-28_thd,NONCAND,False,3.65,86.2,107.60000000000002,-1.82,10.4,21.6,9.159926222645252,11.748774089272624,2.588847866627372,6.271014213562012,35.45995330810547,1026.759572329359,206.3927001953125,3.1146,0.8941,8.5291,1094.1,19.53,0.002,nan,nan,nan
2016-07-28_the,NONCAND,False,5.09,68.2,121.39999999999998,-4.06,7.5,21.3,8.464750467529312,10.916706519623636,2.4519560520943244,46.3211669921875,36.141231536865234,188.10729210185698,118.33554077148438,0.3216,2.6214,0.1664,362.9,14.9,-0.717,nan,nan,nan
2016-07-29_tha,NONCAND,True,2.83,66.5,70.10000000000002,0.65,12.2,23.4,9.744827480049022,12.478669300180073,2.733841820131051,12.419431686401367,20.883790969848633,491.18994352205766,167.88856506347656,0.1037,3.2712,0.0743,738.8,1.29,-0.778,nan,nan,nan
2016-08-02_tha,NONCAND,False,6.3,86.2,91.89999999999998,-0.72,3.8,24.5,8.548867501319332,11.388228215538852,2.83936071421952,56.44718933105469,69.4552230834961,109.95290590378077,135.1266326904297,0.9694,1.6196,0.1485,85.6,54.72,-0.405,nan,nan,nan
2016-08-02_thd,NONCAND,True,7.6,53.5,22.30000000000001,3.53,12.2,20.4,8.417738498942478,10.77889486527954,2.3611563663370614,25.88074779510498,15.816417694091797,1166.7177685371166,257.1263885498047,1.2383,3.4492,5.0063,1082.7,32.05,-0.091,nan,nan,nan
2016-08-02_the,NONCAND,True,4.42,77.5,83.5,1.24,3.9,20.5,9.114331038304455,12.115139117813088,3.0008080795086336,28.991487503051758,69.41065216064453,81.44722268920788,94.78868103027344,2.4445,1.1926,0.5989,140.6,70.87,-0.349,nan,nan,nan
2016-08-03_tha,A,True,6.49,84.9,82.30000000000001,2.94,3.8,23.3,8.615709941037776,11.477271232977076,2.8615612919392994,62.56196403503418,71.8286018371582,103.91674211556769,133.98318481445312,0.8573,1.5544,0.1408,83.3,53.64,-0.477,0.759,0.976,0.846
2017-07-26_tha,NONCAND,False,2.5,74.2,98.39999999999998,-0.3,11.0,26.1,9.885711306834159,12.671684493305603,2.7859731864714448,8.502581119537354,15.398004531860352,571.7909204662113,197.9874496459961,0.9407,1.9464,2.0801,544.9,8.0,-0.622,nan,nan,nan
2017-08-01_tha,NONCAND,True,1.78,60.4,37.69999999999999,4.55,6.4,23.9,10.500440476545021,13.599557289601156,3.099116813056135,10.858654975891113,34.31296730041504,153.62565271515663,145.33516693115234,0.9136,1.3801,0.3598,205.2,9.92,-0.835,nan,nan,nan
2017-08-02_tha,NONCAND,True,1.72,60.0,39.39999999999998,4.42,6.3,24.0,10.553638655379997,13.675258178617513,3.1216195232375163,9.746614933013916,35.65742874145508,130.97642336658367,141.90862274169922,1.1639,1.2776,0.4611,205.8,11.34,-0.8,nan,nan,nan
2017-08-03_thd,NONCAND,True,7.19,67.6,83.60000000000002,1.22,7.6,18.1,8.466447622458567,10.915649033451574,2.449201410993007,108.54195404052734,65.6915054321289,155.57677900239565,120.17591857910156,1.0103,1.1446,1.2925,159.1,109.66,-0.822,nan,nan,nan
2017-08-05_tha,NONCAND,False,2.13,40.4,111.60000000000002,-0.65,12.3,22.7,10.084856323216592,12.913185573807935,2.8283292505913433,5.368942737579346,15.03006887435913,498.3265779565385,229.4558334350586,1.3188,2.0069,1.8049,550.8,7.08,-0.71,nan,nan,nan
2017-08-06_tha,NONCAND,False,2.05,27.1,147.89999999999998,-1.12,11.4,22.0,10.085130968181865,12.92256348031967,2.8374325121378057,6.088986873626709,17.46123695373535,460.0777030431399,147.63038635253906,0.2986,2.9287,0.0858,329.6,1.82,-0.771,nan,nan,nan
2017-08-06_the,NONCAND,False,2.62,51.5,146.3,-1.86,10.8,19.6,9.626992107417033,12.342507085517143,2.71551497810011,12.145811080932617,20.97100830078125,485.9254618863204,145.12832641601562,0.5452,2.8323,0.2264,375.4,6.62,-0.717,nan,nan,nan
2017-08-09_tha,NONCAND,False,1.49,64.9,134.10000000000002,-0.66,11.6,21.5,10.644618303880119,13.637151487886479,2.9925331840063603,17.57433319091797,14.866925239562988,195.1639099403505,85.3503189086914,0.2188,3.105,0.2252,307.8,3.84,-0.872,nan,nan,nan
2017-08-12_the,NONCAND,True,3.0,54.3,75.10000000000002,2.0,5.7,17.8,9.673934009300337,12.579910555357378,2.9059765460570404,22.990201950073242,34.738277435302734,356.9264965934778,185.5576934814453,1.3801,1.4569,1.8298,349.2,31.73,-0.252,nan,nan,nan
2017-08-16_the,NONCAND,False,2.86,65.3,112.80000000000001,-2.37,8.3,15.5,9.439100972601038,12.147892757986078,2.7087917853850403,46.066219329833984,24.34355354309082,177.38251530879728,126.1647720336914,0.7853,1.9546,1.0723,170.6,36.18,-0.814,nan,nan,nan
2017-08-17_thd,NONCAND,True,3.67,45.0,63.30000000000001,2.13,8.1,13.7,9.384323815491006,12.08301418190626,2.698690366415253,38.64376640319824,31.19627094268799,232.74303887570142,120.16854858398438,0.9029,1.8629,0.791,191.1,34.89,-0.696,nan,nan,nan
2017-08-18_thd,NONCAND,True,3.41,49.3,56.400000000000006,1.15,9.1,13.3,9.47880636285974,12.179911328365684,2.7011049655059445,14.189781188964844,37.2371711730957,450.17933767532406,115.19258117675781,1.4657,1.1586,1.8183,386.5,20.8,-0.388,nan,nan,nan
2017-08-21_the,NONCAND,False,1.56,56.3,167.60000000000002,-0.69,13.6,13.9,10.567559223112488,13.520773800287992,2.9532145771755047,12.583218574523926,15.295929908752441,404.66369605661714,119.93448638916016,0.581,1.745,2.49,586.3,7.31,-0.72,nan,nan,nan
2017-08-22_thd,NONCAND,False,3.12,71.8,132.2,-1.51,18.4,10.7,9.416810741567787,12.029256292343609,2.6124455507758224,21.257442474365234,24.949495315551758,277.07741596040955,88.85746765136719,1.984,0.439,52.7672,367.6,42.17,-0.485,nan,nan,nan
2017-08-25_the,NONCAND,False,1.48,43.5,95.30000000000001,-0.24,9.3,12.7,10.710893596777948,13.758557064587508,3.04766346780956,48.15543556213379,18.023795127868652,144.87158754476306,76.25354385375977,0.5601,1.6817,1.9823,189.9,26.97,-0.594,nan,nan,nan
2017-08-30_tha,REJ,True,1.65,34.5,64.80000000000001,0.87,11.8,11.9,10.577448463350878,13.548918398788443,2.9714699354375647,32.721731185913086,15.362077713012695,155.3880101301678,77.51272964477539,0.7382,2.3872,0.9876,150.2,24.15,-0.684,1.0,-0.168,0.058
2017-09-01_tha,NONCAND,False,2.35,36.4,91.89999999999998,-0.04,13.1,11.7,10.010191352833912,12.811486554976176,2.8012952021422635,11.007802486419678,15.310222148895264,476.88563980959543,132.9796142578125,0.9234,3.4164,0.486,364.7,10.16,-0.687,nan,nan,nan
2017-09-02_tha,NONCAND,False,2.58,57.4,132.3,-2.29,9.4,11.2,9.596705826892332,12.32540249775516,2.7286966708628277,3.25447940826416,8.85336971282959,316.0061712779834,518.6492919921875,2.3961,4.2219,1.5601,663.2,7.8,-0.624,nan,nan,nan
2017-09-03_tha,NONCAND,True,1.53,38.0,49.0,0.23,11.7,10.5,10.69141517323038,13.695988693195043,3.004573519964662,10.666091918945312,14.86420202255249,358.44010084321343,95.88140106201172,1.0097,1.7903,2.0851,334.0,10.77,-0.543,nan,nan,nan
2017-09-04_tha,NONCAND,False,2.1,77.4,137.60000000000002,-1.62,12.2,9.6,9.984567585344255,12.785666781468937,2.8010991961246816,15.208136558532715,19.687177658081055,279.54095517749124,101.78089141845703,1.2269,1.3384,3.2533,301.6,18.66,-0.535,nan,nan,nan
2017-09-07_tha,NONCAND,False,1.88,89.2,160.7,-9.72,3.7,8.1,9.124105920889948,12.183080716827595,3.0589747959376474,11.487968444824219,39.92200469970703,165.82033685527176,88.89319610595703,1.2452,2.2071,0.256,370.6,14.3,0.583,nan,nan,nan
2017-09-08_tha,NONCAND,False,1.92,89.4,167.7,-9.72,3.5,8.6,9.095047239038502,12.20870881934199,3.1136615803034875,11.147387504577637,40.14548873901367,143.87059724073222,95.52534484863281,1.2572,2.205,0.2538,362.6,14.02,0.71,nan,nan,nan
2017-09-11_tha,REJ,True,2.74,80.1,73.80000000000001,0.16,22.6,6.4,9.78719498728915,12.494482277428512,2.7072872901393623,14.937210083007812,16.02346420288086,350.0822921522896,66.80303192138672,0.5873,3.6501,0.2279,225.6,8.77,-0.65,27.053,0.299,0.105
2017-09-14_tha,NONCAND,True,3.13,52.7,89.69999999999999,0.02,9.2,4.3,9.590301889836343,12.32111316317058,2.7308112733342362,32.330169677734375,33.917015075683594,316.01609096717357,135.68531799316406,0.3719,1.1632,1.5954,467.9,12.02,0.041,nan,nan,nan
2017-09-15_tha,NONCAND,False,3.14,51.8,114.39999999999998,-1.53,9.8,4.3,9.404755258311566,12.071851404847946,2.6670961465363803,9.283740997314453,23.975784301757812,611.4754813106779,131.48069763183594,1.2989,1.9628,1.1875,506.5,12.06,-0.314,nan,nan,nan
2017-09-15_thd,NONCAND,False,3.13,51.1,132.60000000000002,-1.57,11.1,0.1,9.405179636114111,12.054580033663168,2.6494003975490568,11.379697799682617,23.571269989013672,530.3863087884374,123.58827209472656,0.9855,2.2245,0.9785,516.7,11.21,-0.61,nan,nan,nan
2017-09-16_tha,NONCAND,False,3.18,49.2,110.19999999999999,-1.27,9.8,4.1,9.41728234256293,12.087931047057117,2.6706487044941873,10.401613235473633,25.75223731994629,615.1051760438651,104.18321228027344,1.1566,1.8102,1.2105,512.7,12.03,-0.307,nan,nan,nan
2017-09-17_the,NONCAND,False,2.12,45.5,107.80000000000001,-0.41,13.8,2.0,10.118421769982543,12.944821498218408,2.826399728235865,8.444762229919434,12.010151863098145,652.0159491935249,206.777099609375,0.2515,4.84,0.0803,520.0,2.12,-0.841,nan,nan,nan
2017-09-18_tha,NONCAND,False,2.98,64.0,118.10000000000002,-1.18,12.3,3.1,9.521697857988059,12.19208756944515,2.6703897114570907,8.479313850402832,24.630348205566406,486.9149823969917,143.92235565185547,1.4487,1.6169,1.7197,548.5,12.28,-0.581,nan,nan,nan
2017-09-18_the,NONCAND,False,3.01,65.7,115.30000000000001,-0.79,12.7,1.6,9.55346212136769,12.229530262694505,2.676068141326814,12.402334213256836,12.284790992736816,474.646391684776,195.50921630859375,1.8322,2.2883,7.0741,602.3,22.72,-0.192,nan,nan,nan
2017-09-19_the,NONCAND,True,1.56,27.2,55.30000000000001,0.48,11.1,0.9,10.657936058169328,13.660232784235141,3.002296726065813,15.237777709960938,14.134027004241943,350.07913042489935,77.66821670532227,0.1125,3.7687,0.1064,483.2,1.71,-0.816,nan,nan,nan
2017-09-20_the,NONCAND,False,2.01,25.3,135.5,-1.15,10.0,0.0,10.110878115159114,12.974784341277934,2.8639062261188197,18.934945106506348,18.15207290649414,270.3646844483564,93.49598693847656,0.1259,3.134,0.076,281.6,2.38,-0.752,nan,nan,nan
2017-09-22_the,NONCAND,False,1.8,86.4,179.10000000000002,-3.8,9.3,1.2,9.941959266997852,12.770831179757291,2.828871912759439,41.38746452331543,20.77818012237549,162.69243154025662,81.37813186645508,0.7103,1.9459,1.1258,157.9,29.4,-0.775,nan,nan,nan
2017-09-23_the,NONCAND,False,1.79,40.7,125.89999999999998,-1.28,11.7,1.5,10.273365933816528,13.160456440126534,2.887090506310006,45.9420166015625,15.680548667907715,163.7590372852506,61.407352447509766,0.0638,3.9449,0.1025,328.8,2.93,-0.826,nan,nan,nan
2017-09-27_tha,NONCAND,False,4.3,42.7,150.89999999999998,-4.59,7.3,2.7,8.626449120538656,11.132271515017184,2.5058223944785283,15.435830116271973,16.953323364257812,152.72875557198407,351.9649658203125,2.4384,2.7655,2.6816,395.3,37.64,-0.142,nan,nan,nan
2017-09-27_thd,NONCAND,False,4.57,45.8,119.19999999999999,-2.89,6.9,5.4,8.734211958906412,11.287469221915943,2.553257263009531,14.768332481384277,31.114914894104004,520.6227054163639,188.43231964111328,1.7146,1.4029,3.0102,540.4,25.32,-0.174,nan,nan,nan
2017-09-27_the,NONCAND,False,5.59,56.9,157.2,-5.59,7.8,3.1,8.180389136239146,10.540923510758445,2.3605343745192986,26.070526123046875,15.633362770080566,269.25402732590044,351.8843688964844,1.915,2.966,3.2197,371.0,49.93,-0.692,nan,nan,nan
2017-09-28_the,NONCAND,False,2.86,56.4,113.10000000000002,-0.52,13.2,4.0,9.659382483522197,12.361448380329206,2.7020658968070084,16.079587936401367,13.511027336120605,668.3276584828436,170.1423110961914,0.1265,4.972,0.0652,611.1,2.03,-0.705,nan,nan,nan
2017-10-11_the,NONCAND,False,4.32,78.5,136.10000000000002,-3.55,9.9,8.9,8.73495342293486,11.20985505743987,2.474901634505011,87.78269958496094,27.84476661682129,196.3301316346203,74.19270324707031,0.888,2.3751,1.2848,179.7,77.96,-0.525,nan,nan,nan
2017-10-12_the,NONCAND,False,4.59,68.0,124.60000000000002,-1.78,15.5,9.8,8.85179556193731,11.316435725813871,2.4646401638765614,40.01820755004883,19.39681053161621,421.97649579835115,95.7114486694336,0.1136,4.15,0.0998,362.0,4.55,-0.879,nan,nan,nan
2017-11-07_thd,NONCAND,False,9.26,68.2,129.8,-6.04,7.8,29.3,7.533162536356742,9.706933101516716,2.173770565159974,127.0472183227539,41.40663528442383,166.5186758477509,155.6403045654297,0.7046,1.2311,3.0438,222.6,89.52,-0.462,nan,nan,nan
2018-08-15_thd,NONCAND,False,4.54,74.8,156.10000000000002,-4.23,9.5,21.0,8.59376322974778,11.035606064349938,2.4418428346021575,32.32919692993164,32.7685661315918,273.10756609111905,140.6457061767578,1.1532,1.6827,1.1332,232.3,37.28,-0.487,nan,nan,nan
2018-08-17_thd,NONCAND,False,3.04,65.5,111.60000000000002,-1.41,9.5,25.8,9.465183287480476,12.154632527683551,2.689449240203075,20.67513656616211,30.888267517089844,205.26117268921504,153.5275421142578,0.1845,2.1145,0.1384,382.8,3.81,-0.612,nan,nan,nan
2018-08-26_tha,NONCAND,False,6.12,75.4,161.7,-14.99,4.9,9.0,7.068765313233281,9.25556336939178,2.1867980561584988,29.01139259338379,75.9338150024414,107.11120241210878,63.59048843383789,1.3298,1.4255,0.1445,120.1,38.58,-0.732,nan,nan,nan
2018-08-26_thd,NONCAND,False,4.56,72.7,115.39999999999998,-4.64,5.5,10.4,8.542430760033323,11.124574603407032,2.582143843373709,31.46635341644287,53.421180725097656,250.35546796952212,110.9813117980957,0.712,1.6495,0.2662,317.1,22.4,-0.607,nan,nan,nan
2018-08-31_thd,A,True,1.9,80.6,88.30000000000001,0.11,12.0,19.9,10.344843667740466,13.248943009882192,2.904099342141725,30.75214672088623,17.365806579589844,165.76590121436953,98.38722610473633,0.6183,2.3074,0.9327,222.6,19.01,-0.827,1.0,0.839,0.509
2018-09-04_thd,NONCAND,True,4.6,78.3,28.19999999999999,0.56,22.0,4.2,9.05390245299382,11.559158415839269,2.5052559628454496,61.580204010009766,24.5915470123291,151.44674634185026,87.25567245483398,1.928,1.0241,12.6749,169.1,118.73,-0.163,nan,nan,nan
2018-09-07_the,NONCAND,True,5.82,73.8,71.0,0.58,23.5,3.2,8.735636946076637,11.150987175021841,2.4153502289452042,112.95342254638672,25.077198028564453,204.834797566763,108.97257232666016,1.189,1.3161,9.3471,190.5,134.31,-0.6,nan,nan,nan
2018-09-10_thd,REJ,True,4.03,52.3,74.9,1.91,6.0,1.3,9.251636275533205,12.007852915952471,2.7562166404192663,33.57181358337402,38.516876220703125,358.1264965194779,149.09201049804688,0.5004,2.3147,0.1964,248.1,16.8,-0.54,27.076,-0.443,0.048
2018-09-10_the,NONCAND,False,5.8,76.6,150.10000000000002,-5.36,8.6,0.5,8.16108089356028,10.496412362381383,2.335331468821103,80.60955810546875,38.64997673034668,211.15589208056136,102.599365234375,1.1398,1.6917,1.955,212.5,91.88,-0.78,nan,nan,nan
2018-09-11_tha,NONCAND,False,4.72,41.7,133.2,-3.24,7.1,0.5,8.653397705669379,11.174701858480914,2.5213041528115347,8.099116802215576,14.926151275634766,316.82757372257015,400.7690734863281,2.475,4.0397,0.9898,395.8,20.05,-0.228,nan,nan,nan
2018-09-11_thd,REJ,True,4.01,52.3,74.9,1.92,6.0,0.3,9.256976760763077,12.01478442074041,2.757807659977333,31.8350830078125,35.098060607910156,368.0752478378683,169.73086547851562,0.6807,2.557,0.2192,241.1,21.67,-0.527,27.076,-0.397,0.048
2018-09-13_tha,NONCAND,False,2.33,56.0,91.89999999999998,-0.11,9.3,1.3,10.01454186058461,12.86406632832226,2.84952446773765,15.10572624206543,24.225788116455078,351.6936424379686,99.21862030029297,1.012,1.6191,1.0715,263.7,15.29,-0.686,nan,nan,nan
2018-09-13_the,NONCAND,False,3.03,70.0,122.80000000000001,-1.68,12.6,0.6,9.438545980814686,12.083193744351245,2.6446477635365593,33.89865493774414,29.061742782592773,307.5888745531636,70.29522705078125,0.9913,1.6495,1.8271,314.9,33.6,-0.73,nan,nan,nan
2018-09-14_tha,NONCAND,True,2.24,65.6,55.69999999999999,1.09,11.4,1.8,10.101281049378246,12.943257356297185,2.841976306918939,8.939003944396973,17.08076286315918,634.8030233849424,140.69900512695312,1.1333,2.069,1.4394,451.3,10.13,-0.45,nan,nan,nan
2018-09-17_tha,NONCAND,False,3.19,79.2,130.39999999999998,-1.14,12.1,2.4,9.430898321107259,12.077979084682358,2.647080763575099,24.020732879638672,42.04884147644043,166.51748577613256,82.76406478881836,1.8838,0.852,2.6462,185.0,45.25,-0.475,nan,nan,nan
2018-09-17_thd,NONCAND,True,2.05,72.8,44.19999999999999,1.88,12.2,3.6,10.247064955326154,13.121805915679104,2.87474096035295,15.63015079498291,17.568204879760742,375.78007485972597,130.0265655517578,0.1229,3.5557,0.0851,563.4,1.92,-0.877,nan,nan,nan
2018-09-18_tha,NONCAND,False,1.67,65.6,124.60000000000002,-1.15,12.4,3.0,10.398788690200693,13.31425033284966,2.9154616426489675,7.607701778411865,12.346662521362305,340.9112561977388,101.4550895690918,1.4958,2.0959,2.9047,407.7,11.38,-0.57,nan,nan,nan
2018-09-18_thd,NONCAND,True,1.98,65.4,44.60000000000002,1.88,12.2,2.7,10.30114853088012,13.191062252468132,2.8899137215880124,13.773221969604492,16.099842071533203,388.7223219734095,114.39392852783203,0.1796,3.8361,0.1235,462.3,2.47,-0.881,nan,nan,nan
2018-09-21_thd,A,True,0.88,77.2,80.60000000000002,0.31,13.9,10.6,11.62706412881554,14.874153927599753,3.247089798784213,19.521337509155273,9.007793426513672,134.4083382987166,76.68897247314453,0.6366,4.0377,0.4179,115.6,12.43,-0.91,1.0,0.994,0.48
2018-09-22_thd,NONCAND,False,2.75,62.3,119.60000000000002,-3.4,7.0,4.3,9.374235947070682,12.10998235611376,2.7357464090430774,37.915489196777344,32.436580657958984,149.26782299147646,82.08802032470703,1.5923,1.5665,1.3977,145.6,60.37,-0.183,nan,nan,nan
2018-09-23_thd,NONCAND,True,2.77,60.8,85.80000000000001,0.53,6.9,5.5,9.775182284396056,12.63274462457097,2.8575623401749137,28.535173416137695,27.983945846557617,183.7931516457651,120.40409088134766,0.2737,2.0452,0.2923,256.5,7.81,-0.755,nan,nan,nan
2018-09-23_the,NONCAND,False,2.25,84.4,119.80000000000001,-2.41,9.0,4.1,9.783544426394766,12.573666355403644,2.790121929008878,23.797289848327637,25.007238388061523,231.86682219117586,87.39508819580078,1.5907,1.6484,2.3497,272.5,37.85,-0.54,nan,nan,nan
2018-09-24_the,NONCAND,True,4.27,47.8,34.80000000000001,0.82,19.9,4.9,9.15780497015365,11.695279616257116,2.5374746461034654,33.780235290527344,16.28208351135254,275.67823725931225,78.5958251953125,0.0771,4.0607,0.1316,576.6,2.6,-0.796,nan,nan,nan
2018-09-25_the,NONCAND,True,3.75,39.3,75.1,0.6,10.1,5.9,9.337432258258787,11.981495343612913,2.6440630853541265,22.771926879882812,11.445181369781494,200.10769486655505,213.9122543334961,5.256,0.9936,99.1051,269.4,119.69,0.237,nan,nan,nan
2018-09-26_tha,NONCAND,False,1.69,47.5,94.19999999999999,-0.05,11.5,7.3,10.522278844083969,13.481545450943312,2.9592666068593427,16.73508071899414,14.459526538848877,229.61864322932047,108.87930297851562,0.9237,2.183,1.5174,241.5,15.46,-0.573,nan,nan,nan
2018-09-26_thd,NONCAND,True,2.1,45.7,28.80000000000001,0.51,12.8,6.4,10.193803370309016,13.048429177087053,2.854625806778037,5.466793060302734,4.609871864318848,63.8822161859106,416.5411682128906,5.6914,7.2293,1.7583,146.6,31.11,-0.473,nan,nan,nan
2018-09-26_the,BORD,True,1.32,20.6,72.0,0.54,8.0,6.2,10.93713122694011,14.085828771570915,3.1486975446308048,22.32803249359131,13.357512474060059,233.44913584213066,74.00764083862305,0.8084,2.696,1.298,292.8,18.05,-0.531,1.0,0.649,0.78
2018-09-27_the,NONCAND,True,1.31,21.7,74.4,0.41,8.5,9.0,10.948118269946328,14.083863909374726,3.1357456394283982,21.57353973388672,13.274984359741211,244.03541698619395,111.69935989379883,1.2512,1.7425,6.2627,273.7,26.99,-0.204,nan,nan,nan
2018-09-28_the,NONCAND,False,2.36,72.9,148.8,-2.62,13.2,6.3,9.68723143956931,12.397087659880428,2.709856220311119,9.364961624145508,5.679344654083252,162.71264830718374,373.26171875,3.2242,5.7696,4.1785,379.6,30.19,-0.758,nan,nan,nan
2018-09-30_thd,NONCAND,False,1.27,35.8,127.39999999999998,-0.94,11.0,8.3,10.8669442740121,13.92944675123369,3.0625024772215905,4.9363884925842285,4.569329738616943,102.36053856923772,352.9162292480469,0.5153,9.9659,0.0638,206.8,2.54,-0.516,nan,nan,nan
2018-09-30_the,NONCAND,False,1.12,34.7,137.7,-1.06,12.7,8.0,11.06004790989407,14.158581437803367,3.0985335279092965,8.265600204467773,5.542050838470459,154.52911219866095,334.5233459472656,1.9681,4.2639,3.1713,199.8,16.27,-0.609,nan,nan,nan
2018-10-01_thd,NONCAND,False,2.68,86.8,103.0,-0.81,12.1,10.8,9.720625775085553,12.448572234921755,2.727946459836202,16.795496940612793,14.650844097137451,306.38624763581686,127.31543350219727,1.5405,3.038,1.1906,239.1,25.87,-0.756,nan,nan,nan
2018-10-03_the,NONCAND,False,1.51,53.7,134.3,-0.21,19.7,8.5,10.681664329301187,13.641829052735677,2.96016472343449,24.457141876220703,10.029775142669678,226.5345534158136,76.7938461303711,0.0561,4.8821,0.0975,437.0,1.37,-0.811,nan,nan,nan
2018-10-15_tha,NONCAND,False,1.7,57.8,92.80000000000001,-0.12,11.9,16.8,10.503834281527455,13.453582578291746,2.949748296764291,3.9263312816619873,7.943212032318115,432.62620112909053,377.8636779785156,0.7572,6.1593,0.1694,355.5,2.97,-0.399,nan,nan,nan
2018-10-16_tha,BORD,True,1.68,59.0,88.60000000000002,0.06,11.9,16.8,10.538996817477752,13.49861966364461,2.959622846166857,4.0289154052734375,8.251435279846191,438.397357826119,375.04310607910156,0.537,6.1399,0.1553,478.4,2.16,-0.589,0.333,0.821,0.235
2018-10-21_tha,NONCAND,True,3.73,81.5,30.599999999999994,2.49,10.4,19.5,9.365128074331714,12.011971645624607,2.6468435712928926,35.44097137451172,16.454565048217773,172.7967248419518,130.69281005859375,1.4405,3.0032,1.2608,151.5,51.05,-0.75,nan,nan,nan
2018-10-23_tha,NONCAND,True,2.19,55.3,51.89999999999998,1.46,13.3,20.5,10.140161429949053,12.975998677160765,2.835837247211712,27.582334518432617,9.746257305145264,108.84729420524832,131.98643493652344,0.2358,5.1872,0.2141,210.3,6.5,-0.658,nan,nan,nan
2018-10-24_tha,NONCAND,True,2.18,56.6,52.10000000000002,1.44,13.4,20.0,10.146964355917575,12.984000438570222,2.837036082652647,48.23055458068848,15.828763484954834,113.64659528295377,76.40927124023438,0.134,3.1991,0.2136,210.8,6.46,-0.677,nan,nan,nan
2018-10-25_tha,NONCAND,False,2.5,53.1,149.0,-0.3,26.3,20.3,9.885711306834159,12.61607290972411,2.7303616028899516,34.768795013427734,11.778401374816895,139.75151861028104,75.1211929321289,1.3001,2.4147,3.0537,139.8,45.2,-0.487,nan,nan,nan
2018-10-25_thd,NONCAND,False,1.51,74.7,112.30000000000001,-0.47,13.1,17.6,10.647467671595464,13.627101032446374,2.97963336085091,24.352205276489258,10.63740348815918,132.26704653712977,85.96060562133789,1.8488,1.0375,22.4535,146.3,45.02,-0.376,nan,nan,nan
2018-10-26_tha,NONCAND,True,2.43,78.2,40.89999999999998,3.37,9.1,20.9,10.003349530099632,12.853929661508895,2.850580131409263,9.971800804138184,4.932650089263916,77.53404189026773,319.3170471191406,2.7831,9.2526,0.7191,138.2,27.75,-0.867,nan,nan,nan
2018-10-29_the,NONCAND,True,1.69,63.4,67.0,0.71,12.6,18.6,10.537268450316164,13.489774429262257,2.9525059789460926,36.63914108276367,10.97547721862793,134.73500690000196,84.62891387939453,1.2283,3.3016,1.5218,113.3,45.0,-0.746,nan,nan,nan
2018-10-30_the,NONCAND,True,1.91,86.0,62.69999999999999,1.43,12.0,19.3,10.352176483802014,13.258334361286016,2.9061578774840022,51.64625930786133,13.082427501678467,117.15476043732016,89.68502807617188,1.3674,1.8801,5.9588,124.9,70.62,-0.528,nan,nan,nan
2018-10-31_the,NONCAND,False,3.1,48.3,90.80000000000001,-0.05,11.5,19.6,9.59819033584012,12.29756796762578,2.6993776317856586,35.19729995727539,13.342957496643066,140.44060214480314,160.90452575683594,2.4343,2.5936,3.7074,131.0,85.68,-0.384,nan,nan,nan
2018-11-01_tha,A,True,3.95,55.8,85.30000000000001,0.16,15.9,22.7,9.25956497846281,11.836162275168679,2.5765972967058683,54.8117561340332,23.60003089904785,118.40923296964462,79.0970687866211,0.8827,2.0923,1.0146,139.2,48.38,-0.799,1.732,0.936,0.688
2018-11-01_thd,NONCAND,False,3.18,55.6,90.5,-0.03,12.4,19.4,9.563557999228346,12.244849767400705,2.6812917681723594,63.398582458496094,21.764198303222656,120.72813598584104,83.69056701660156,1.4487,0.9225,12.5878,135.7,91.84,-0.564,nan,nan,nan
2018-11-02_thd,NONCAND,False,2.4,59.5,148.2,-0.42,21.4,18.7,9.93547130845483,12.685624346355942,2.7501530379011125,9.399099826812744,4.163054466247559,121.70880656701854,279.7690734863281,4.8291,6.9685,3.4038,160.7,45.39,-0.672,nan,nan,nan
2018-11-02_the,NONCAND,False,2.0,35.3,91.5,-0.05,13.8,19.5,10.257168547452153,13.122324700657087,2.865156153204934,25.59432029724121,9.772088050842285,145.72107344341885,170.75401306152344,1.8604,3.7856,2.4572,146.7,47.61,-0.444,nan,nan,nan
2018-11-03_thd,NONCAND,True,2.27,74.4,82.30000000000001,0.47,11.1,19.4,10.0738213422702,12.911575356724734,2.837754014454534,37.20742988586426,15.274621963500977,131.01107687749516,104.66734313964844,1.2596,1.8324,3.4865,147.8,46.87,-0.606,nan,nan,nan
2018-11-03_the,NONCAND,True,2.59,83.0,38.30000000000001,2.53,14.5,20.1,9.897712867853276,12.658421543211995,2.7607086753587193,61.39793586730957,14.28411054611206,176.10965956303403,84.53341674804688,1.0912,1.9177,6.1524,166.9,67.0,-0.459,nan,nan,nan
2018-11-04_the,NONCAND,False,3.05,61.5,173.0,-4.55,10.1,20.8,9.089805211722972,11.66301491553988,2.573209703816909,13.00312614440918,6.090353012084961,87.57584346441645,317.895263671875,4.0157,7.7208,1.6129,167.8,52.22,-0.642,nan,nan,nan
