eid,grp,north,dp,cone,shear,bz,ma,sza,mp0,bs0,thick,n_bg,b_bg,t_bg,v_bg,dn,eb,beta_near,t_near,n_near,r_nb,peak,shape,flux
2023-03-02_the,A,True,2.65,83.3,4.100000000000023,3.6,11.0,10.5,9.875428061830611,12.658503242891964,2.7830751810613528,14.865984916687012,26.07657527923584,386.50484744512255,114.9023208618164,0.6719,2.7813,0.2503,330.5,9.99,-0.606,0.759,0.99,0.516
2023-03-03_tha,NONCAND,False,2.26,53.2,102.89999999999998,-0.87,7.4,11.9,9.967517303100518,12.858752595841494,2.8912352927409763,11.63054895401001,30.97829246520996,378.2402629826194,132.8967742919922,0.1289,2.0861,0.0488,375.6,1.5,-0.779,nan,nan,nan
2023-03-03_the,NONCAND,False,2.23,49.2,104.60000000000002,-0.77,7.3,10.0,10.000117361658411,12.904964730733541,2.9048473690751297,17.81158447265625,35.012468338012695,386.5515926615433,97.47386169433594,0.1301,2.0497,0.06,341.0,2.32,-0.841,nan,nan,nan
2023-03-04_tha,NONCAND,True,1.67,48.3,75.80000000000001,0.87,6.9,12.0,10.558156901250715,13.644604873769108,3.0864479725183926,6.547468662261963,22.345779418945312,624.4791750182217,147.0959014892578,0.0953,2.2652,0.0943,902.1,0.62,-0.119,nan,nan,nan
2023-03-05_tha,NONCAND,False,2.09,56.7,116.89999999999998,-2.42,7.0,12.1,9.892253433852517,12.779176374752334,2.886922940899817,11.894953727722168,24.333311080932617,359.50125019204705,177.3167266845703,0.2154,2.2208,0.2166,520.4,2.56,-0.853,nan,nan,nan
2023-03-05_thd,NONCAND,False,1.97,62.6,121.0,-2.82,7.2,11.6,9.930745314192652,12.819741659050157,2.888996344857505,12.903725624084473,18.940271377563477,337.5452256955664,211.505859375,0.256,2.7416,0.315,504.9,3.3,-0.821,nan,nan,nan
2023-03-06_tha,NONCAND,False,1.45,51.0,116.0,-1.59,7.8,11.9,10.565525278682713,13.616169531234728,3.050644252552015,5.405068397521973,21.77021026611328,494.4741255398525,169.62796783447266,1.0932,1.5015,1.0936,466.2,5.91,-0.583,nan,nan,nan
2023-03-09_tha,NONCAND,False,1.27,73.6,131.89999999999998,-2.82,8.0,11.1,10.613780559945004,13.669388478960421,3.055607919015417,17.01511001586914,21.353878021240234,194.74345457780126,104.97161102294922,0.4817,1.6485,0.6074,240.3,8.2,-0.593,nan,nan,nan
2023-03-10_tha,NONCAND,True,1.51,64.9,82.5,0.54,8.6,10.7,10.716537404444383,13.783124706274139,3.066587301829756,19.535115242004395,31.9113826751709,157.55236042167027,69.552490234375,0.0455,1.7396,0.052,436.8,0.89,-0.637,nan,nan,nan
2023-03-10_thd,NONCAND,True,1.49,63.9,82.19999999999999,0.52,9.0,9.9,10.73796440234461,13.800272768939186,3.062308366594575,24.467374801635742,33.039817810058594,157.13115282104457,61.161102294921875,0.0525,1.6778,0.0568,334.0,1.29,-0.786,nan,nan,nan
2023-03-11_tha,REJ,True,1.33,43.9,41.599999999999994,1.26,7.2,10.5,10.933595779916383,14.11433571885981,3.180739938943427,22.805103302001953,16.500789642333984,138.90028748909475,37.59805679321289,0.4991,2.3329,0.5891,200.6,11.38,-0.649,61.668,-0.815,0.053
2023-03-11_thd,NONCAND,False,1.31,40.5,104.5,-0.41,7.2,9.5,10.881620195310092,14.047239690701835,3.165619495391743,28.16631507873535,21.20256805419922,129.19679145509147,37.0809211730957,0.1634,2.1461,0.2843,317.1,4.6,-0.657,nan,nan,nan
2023-03-13_thd,NONCAND,True,1.84,75.3,8.0,5.65,7.4,9.3,10.460925607859629,13.495281746150306,3.0343561382906774,41.53864288330078,27.349799156188965,109.16444606653029,84.29254913330078,0.2306,2.0166,0.1304,107.6,9.58,-0.881,nan,nan,nan
2023-03-13_the,NONCAND,True,1.67,70.9,9.600000000000023,5.39,7.4,8.1,10.612584227986288,13.690931336307406,3.0783471083211182,48.666954040527344,26.820159912109375,121.7286457977608,79.61727905273438,0.2473,2.0435,0.1799,99.4,12.03,-0.922,nan,nan,nan
2023-04-01_tha,NONCAND,True,1.97,73.3,0.8999999999999773,2.58,9.5,5.2,10.317265808286946,13.24882686170809,2.931561053421145,15.627938270568848,24.8620662689209,285.70482892741745,60.85798263549805,0.2463,2.4721,0.1454,350.1,3.85,-0.923,nan,nan,nan
2023-04-02_tha,NONCAND,False,1.66,63.7,110.89999999999998,-1.57,7.6,4.9,10.353802186144431,13.348983642907942,2.995181456763511,9.6285400390625,23.408796310424805,386.7795094100358,124.5652847290039,0.1985,2.155,0.1047,368.0,1.91,-0.766,nan,nan,nan
2023-04-03_tha,NONCAND,False,1.39,62.1,117.89999999999998,-2.13,6.9,4.9,10.561472927337826,13.648890268098148,3.0874173407603216,9.28390645980835,24.503886222839355,251.2225693948069,87.07046508789062,1.1313,1.5554,0.8954,309.8,10.5,-0.674,nan,nan,nan
2023-04-03_thd,NONCAND,False,1.24,55.1,114.69999999999999,-1.95,6.4,2.2,10.770188056253428,13.94891860184039,3.178730545586962,10.742108345031738,23.943334579467773,262.53901194430097,86.93545913696289,1.1906,1.5982,1.0082,294.2,12.79,-0.603,nan,nan,nan
2023-04-04_tha,A,True,2.3,61.4,66.89999999999998,1.13,11.3,4.8,10.058054442461053,12.88900410076097,2.8309496582999163,14.951268672943115,16.329547882080078,338.8777572438104,130.1335220336914,0.8842,2.7074,0.7862,306.5,13.22,-0.746,0.759,0.96,0.724
2023-04-04_thd,A,True,2.36,58.9,59.19999999999999,1.34,11.3,2.1,10.02457943469289,12.84610718517306,2.82152775048017,16.333120346069336,14.509332656860352,325.6416999283618,140.35125732421875,0.8595,2.9619,1.0547,321.4,14.04,-0.566,1.317,0.945,0.697
2023-04-05_tha,NONCAND,False,1.4,76.2,138.5,-2.53,10.4,4.5,10.4967913656986,13.463474204949005,2.9666828392504048,13.455248832702637,14.566380500793457,277.69554786810033,103.02865600585938,0.9474,2.1772,1.1529,215.9,12.75,-0.671,nan,nan,nan
2023-04-05_the,NONCAND,False,1.54,74.0,135.3,-2.26,11.4,1.8,10.381703354337247,13.302575946066927,2.9208725917296796,21.124754905700684,15.125301361083984,292.1933163942414,96.70471954345703,1.0197,1.7557,3.4151,281.0,21.54,-0.828,nan,nan,nan
2023-04-06_tha,NONCAND,False,1.72,59.9,101.89999999999998,-0.73,7.6,3.9,10.411164694798671,13.422940163997975,3.0117754691993035,25.095304489135742,23.03850555419922,179.99480065387502,82.31421661376953,0.1201,2.4326,0.1013,310.2,3.01,-0.807,nan,nan,nan
2023-04-06_thd,NONCAND,False,1.71,57.2,103.10000000000002,-0.73,7.9,1.2,10.415771403548261,13.41779498721608,3.0020235836678193,27.912281036376953,18.10960578918457,177.01796415980522,90.56932067871094,0.6171,2.1107,1.013,244.7,17.22,-0.578,nan,nan,nan
2023-04-06_the,NONCAND,False,1.73,50.9,99.60000000000002,-0.57,8.2,1.4,10.41805168694562,13.41084000914791,2.992788322202289,10.587553977966309,8.570347309112549,179.7297327454122,270.88539123535156,0.8966,6.5874,0.3184,216.8,9.49,-0.777,nan,nan,nan
2023-04-07_thd,NONCAND,False,1.21,42.4,111.10000000000002,-1.06,7.9,2.4,10.931280653919053,14.081883816309658,3.1506031623906043,15.282505989074707,23.011852264404297,143.06698805653164,59.82744216918945,0.796,1.696,0.5754,168.3,12.16,-0.525,nan,nan,nan
2023-04-10_tha,REJ,True,4.39,64.9,78.60000000000002,0.98,7.2,2.7,9.121091581572724,11.774548034897991,2.6534564533252674,40.998931884765625,37.54106903076172,138.7221126533593,94.2332534790039,0.5382,2.1021,0.3396,244.2,22.07,-0.808,2.593,0.303,0.319
2023-04-10_thd,NONCAND,False,4.65,79.0,133.89999999999998,-3.03,7.5,0.4,8.695748054837482,11.21293276291562,2.5171847080781387,51.53118896484375,42.16419792175293,153.36028631932837,76.93642807006836,0.271,2.0954,0.2704,368.0,13.96,-0.848,nan,nan,nan
2023-04-11_tha,NONCAND,True,2.29,77.2,66.80000000000001,1.89,9.1,2.7,10.073393988053615,12.943934167800505,2.8705401797468895,23.42986488342285,23.92137908935547,246.09826697222636,78.02937316894531,0.9156,1.6518,1.2321,227.2,21.45,-0.636,nan,nan,nan
2023-04-11_thd,A,True,2.34,77.5,63.400000000000006,2.29,9.1,0.5,10.048371823410047,12.912890843626329,2.8645190202162816,26.543325424194336,24.179658889770508,250.91100213314115,78.8617935180664,0.5027,2.3451,0.3271,192.9,13.34,-0.784,1.0,0.902,0.424
2023-04-11_the,NONCAND,True,2.41,72.5,67.6,1.79,9.0,0.2,9.997906465545594,12.849161272386374,2.85125480684078,31.013188362121582,23.119382858276367,255.2915436524547,90.19168090820312,0.9272,1.9691,1.1128,250.0,28.76,-0.783,nan,nan,nan
2023-04-12_thd,A,True,1.79,62.2,66.0,1.6,7.5,0.6,10.456478826664164,13.48537219345455,3.0288933667903866,31.468156814575195,26.196045875549316,142.92088015252196,76.32625579833984,0.8329,1.7233,0.6973,117.0,26.21,-0.296,1.0,0.92,0.704
2023-04-12_the,NONCAND,True,1.96,80.3,73.9,1.25,7.5,0.3,10.309610229790184,13.295960659686076,2.986350429895891,43.0015983581543,21.698162078857422,165.02419467630975,81.47711181640625,1.0384,1.2965,3.7854,171.3,44.65,-0.53,nan,nan,nan
2023-04-13_thd,NONCAND,False,1.74,83.8,124.60000000000002,-2.38,8.3,1.1,10.17595564448133,13.096206750834089,2.920251106352758,25.559921264648438,20.448490142822266,163.6078364373118,87.89872741699219,0.9852,1.8192,1.199,165.2,25.18,-0.469,nan,nan,nan
2023-04-13_the,NONCAND,False,1.74,66.3,127.30000000000001,-2.34,8.3,0.5,10.18110487163731,13.102833680608322,2.9217288089710127,28.4228572845459,17.879287719726562,174.01419072665743,109.36762237548828,1.193,1.6404,2.795,171.7,33.91,-0.244,nan,nan,nan
2023-04-14_thd,NONCAND,True,1.86,61.1,73.19999999999999,1.46,7.2,1.8,10.398403618106716,13.423448475729833,3.025044857623117,29.75871467590332,28.2933292388916,141.89423612600248,58.836265563964844,1.2226,1.4015,1.2428,131.4,36.38,-0.613,nan,nan,nan
2023-04-14_the,A,True,1.87,62.9,73.4,1.43,7.0,1.1,10.385426988451272,13.416276089162563,3.0308491007112917,36.485687255859375,30.550344467163086,157.32374156670065,62.4503059387207,0.6859,1.8423,0.4339,131.0,25.02,-0.812,1.0,0.964,0.531
2023-04-15_the,NONCAND,False,1.84,65.4,109.89999999999998,-1.38,10.0,3.8,10.217169069071257,13.11118220788569,2.894013138814433,45.38054656982422,16.602049827575684,174.23716797983337,80.68836975097656,0.1318,3.7122,0.1711,294.8,5.98,-0.662,nan,nan,nan
2023-04-17_tha,A,True,2.81,58.2,30.69999999999999,2.55,9.1,0.3,9.773792509434442,12.558957483634138,2.785164974199697,64.64418411254883,19.364048957824707,151.58665439107205,70.88809585571289,0.7746,2.5902,1.1488,146.9,50.07,-0.735,1.0,0.997,0.683
2023-04-17_thd,NONCAND,True,2.93,57.7,29.599999999999994,2.66,9.5,3.0,9.715892424670434,12.47657847857783,2.7606860539073956,67.3757095336914,19.532002449035645,160.33759995861442,64.29980850219727,0.262,3.4396,0.2863,164.6,17.65,-0.857,nan,nan,nan
2023-04-17_the,NONCAND,True,2.92,54.4,20.399999999999977,3.0,9.2,2.4,9.72473941620061,12.493831394018589,2.769091977817979,76.0136489868164,21.227527618408203,159.90217580539655,67.69541931152344,1.0874,2.0164,2.9676,150.3,82.66,-0.655,nan,nan,nan
2023-04-19_thd,NONCAND,False,2.06,83.0,148.3,-6.03,6.6,3.1,9.4609667078356,12.241917533195886,2.7809508253602857,14.920332908630371,27.85567283630371,228.62253077254107,111.5628662109375,2.2752,1.228,2.8885,233.1,33.95,-0.47,nan,nan,nan
2023-04-19_the,NONCAND,False,2.01,86.3,156.7,-6.14,6.7,2.5,9.482400555419957,12.264330721607292,2.781930166187335,17.86778450012207,35.1965217590332,252.59226296640887,67.09093475341797,1.2448,1.2969,0.8539,202.0,22.24,0.22,nan,nan,nan
2023-04-24_tha,NONCAND,False,2.7,88.4,148.7,-27.32,1.8,2.0,6.519256229851535,9.972047580278204,3.4527913504266694,35.57442092895508,83.80609893798828,425.5787641930065,160.72357177734375,0.1288,1.1341,0.0674,390.2,4.58,-0.009,nan,nan,nan
2023-04-24_thd,NONCAND,False,2.73,88.4,148.8,-27.32,1.8,5.5,6.5065231473848275,9.952570679888831,3.4460475325040036,17.551593780517578,77.90696716308594,297.67137329915494,189.19717407226562,0.2936,1.1026,0.0896,321.8,5.15,0.174,nan,nan,nan
2023-04-24_the,NONCAND,False,5.88,88.4,150.7,-27.29,2.5,4.4,5.794374588243609,8.152685045658759,2.3583104574151497,20.184351921081543,77.41011810302734,336.2952656884112,176.57711029052734,0.5095,1.2736,0.1087,254.4,10.28,0.536,nan,nan,nan
2023-05-09_tha,NONCAND,True,3.1,64.4,79.69999999999999,0.8,6.7,24.0,9.6128492065795,12.433050170934264,2.820200964354763,11.405352592468262,39.16255187988281,147.8564974552906,58.979164123535156,2.2535,1.4,1.2898,390.3,25.7,-0.234,nan,nan,nan
2023-05-09_the,NONCAND,True,3.1,64.4,79.69999999999999,0.8,6.7,18.7,9.6128492065795,12.433050170934264,2.820200964354763,10.034661293029785,42.63419532775879,216.0215524736951,69.022216796875,4.3252,1.354,2.2417,376.8,43.4,-0.002,nan,nan,nan
2023-05-10_tha,A,True,6.58,64.2,34.599999999999994,7.8,6.6,14.2,8.645240680388667,11.186417491174138,2.541176810785471,37.17232704162598,51.068634033203125,341.8154339015877,148.17715454101562,0.4993,1.7997,0.365,414.5,18.56,-0.768,1.0,0.996,0.492
2023-05-10_thd,REJ,True,6.04,62.3,30.30000000000001,7.8,6.8,13.8,8.758137882901647,11.322885821202545,2.564747938300899,21.905991554260254,34.466379165649414,523.822076618595,179.45386505126953,0.5976,2.8805,0.141,239.6,13.09,-0.828,20.569,0.795,0.051
2023-05-10_the,A,True,6.31,66.6,38.19999999999999,6.87,6.7,11.7,8.691152662952552,11.240947900002237,2.5497952370496844,51.76177787780762,41.787649154663086,423.384990564637,156.8301010131836,0.6143,1.9703,0.9635,504.6,31.8,-0.402,1.0,0.994,0.595
2023-05-12_tha,NONCAND,True,5.84,51.6,34.099999999999994,2.06,9.2,16.0,8.745873189348359,11.237169990769614,2.491296801421255,0.358315646648407,49.847965240478516,896.2768993793641,37.175907135009766,65.0622,1.6297,0.4707,332.4,23.31,-0.625,nan,nan,nan
2023-05-12_thd,NONCAND,True,6.09,50.3,22.600000000000023,2.41,9.8,15.2,8.694996285211873,11.161579797481297,2.4665835122694233,30.32197380065918,48.21863555908203,381.04378647349984,134.22996520996094,1.0061,1.3171,1.3351,413.3,30.51,-0.76,nan,nan,nan
2023-05-12_the,NONCAND,True,5.77,50.5,52.69999999999999,1.45,8.6,13.3,8.755736830904517,11.262377530956364,2.5066407000518467,0.8720464706420898,206.01235961914062,518.8806149019889,91.60847473144531,27.6663,1.1929,0.049,295.9,24.13,-0.831,nan,nan,nan
2024-03-03_tha,NONCAND,False,7.94,81.4,178.7,-13.43,6.7,26.5,6.954907933165872,8.995326714174945,2.0404187810090733,90.3661117553711,57.30683517456055,100.37339327883421,103.31953430175781,1.6382,1.2725,1.4285,128.8,148.03,-0.652,nan,nan,nan
2024-03-03_thd,NONCAND,False,7.5,82.5,173.0,-11.9,7.0,27.0,7.173090404095718,9.266461685291,2.0933712811952825,92.09918212890625,64.76817321777344,101.79244993408007,112.20323944091797,1.5609,1.3901,0.7903,113.0,143.76,-0.264,nan,nan,nan
2024-03-03_the,NONCAND,False,8.08,81.2,177.2,-13.57,6.8,28.9,6.922232434714887,8.949350710625456,2.027118275910569,124.79436492919922,58.218055725097656,104.99072333693076,108.92766189575195,1.1226,1.5286,0.7872,113.5,140.09,-0.84,nan,nan,nan
2024-03-23_thd,NONCAND,False,5.45,80.2,179.89999999999998,-2.03,9.1,9.0,8.596173180823971,11.045760731641654,2.4495875508176823,96.24996566772461,32.369869232177734,143.2374196235838,100.88919067382812,1.435,1.7319,2.9539,172.8,138.12,-0.529,nan,nan,nan
2024-03-25_tha,NONCAND,True,6.2,84.1,50.80000000000001,8.43,5.6,8.5,8.728657694857445,11.358666840392441,2.6300091455349968,5.427746772766113,7.339038372039795,545.93811475486,403.14349365234375,2.2559,12.8304,0.2828,561.0,12.24,-0.842,nan,nan,nan
2024-03-25_thd,NONCAND,True,6.08,82.2,57.89999999999998,6.47,5.7,7.1,8.736230313886486,11.360527768127936,2.62429745424145,14.19168996810913,17.26594066619873,797.1344941818111,247.63701629638672,2.7542,2.1588,11.6005,875.4,39.09,0.507,nan,nan,nan
2024-03-25_the,BORD,True,6.17,84.6,47.80000000000001,9.12,5.5,9.2,8.742950340899172,11.381428851440827,2.6384785105416544,15.753520965576172,12.936898231506348,800.5422691814593,300.07647705078125,0.8761,8.0697,0.2257,455.0,13.8,-0.738,0.253,0.837,0.522
2024-04-14_tha,NONCAND,False,1.64,27.7,156.7,-1.53,10.7,0.3,10.378030733929032,13.306771923646965,2.9287411897179325,25.336414337158203,19.571664810180664,150.08807803984348,67.82861328125,0.0875,2.4124,0.087,222.2,2.22,-0.802,nan,nan,nan
2024-04-15_tha,NONCAND,False,1.64,27.7,156.7,-1.53,10.7,0.3,10.378030733929032,13.306771923646965,2.9287411897179325,25.323287963867188,19.553826332092285,150.0861263811745,69.46577072143555,0.0875,2.4146,0.087,222.2,2.22,-0.802,nan,nan,nan
2024-04-15_the,NONCAND,False,1.64,27.7,156.7,-1.53,10.7,5.9,10.378030733929032,13.306771923646965,2.9287411897179325,34.215314865112305,17.12076187133789,163.13580026131555,81.27059173583984,0.6535,1.6332,2.6222,197.4,22.36,-0.56,nan,nan,nan
2024-04-17_tha,NONCAND,True,4.34,81.3,29.19999999999999,3.45,14.3,1.5,9.164243163399513,11.72138250342152,2.5571393400220064,72.68670272827148,20.6014461517334,173.96430725415303,64.92385482788086,1.195,1.9386,3.9634,186.4,86.86,-0.73,nan,nan,nan
2024-04-17_thd,REJ,True,4.4,82.5,23.5,3.49,14.5,5.3,9.14401659765858,11.69450136982952,2.5504847721709414,80.81487274169922,24.509380340576172,170.1042523973064,55.556915283203125,0.5415,3.1612,0.4527,159.9,43.76,-0.916,13.482,-0.044,0.086
2024-04-17_the,NONCAND,True,5.02,80.3,7.300000000000011,3.74,14.9,3.2,8.965735262210718,11.464407085911484,2.498671823700766,100.16584777832031,25.832914352416992,183.45373948790086,58.98469543457031,1.2807,1.8475,4.293,188.6,128.28,-0.577,nan,nan,nan
2024-04-18_tha,A,True,2.11,79.4,40.10000000000002,3.99,8.7,1.7,10.226869337248743,13.15072844823664,2.9238591109878964,31.419593811035156,22.021451950073242,148.33240720304013,58.607364654541016,0.6072,2.8445,0.2577,123.4,19.08,-0.909,1.0,0.99,0.524
2024-04-18_thd,A,True,2.19,82.3,38.5,4.12,8.6,5.5,10.170926514719909,13.081384708515646,2.910458193795737,36.350826263427734,24.79971694946289,142.19978682402555,50.753456115722656,0.7032,2.4283,0.3657,128.3,25.56,-0.897,1.0,0.978,0.661
2024-04-18_the,A,True,2.54,80.5,27.399999999999977,4.66,8.4,3.4,9.951032761942828,12.803916017143905,2.8528832552010766,43.69398880004883,30.313101768493652,162.7900630919833,50.34182167053223,0.4788,2.3751,0.1996,115.5,20.92,-0.91,1.0,0.98,0.437
2024-04-19_thd,NONCAND,False,3.31,79.5,152.3,-10.78,4.2,5.7,8.25029737811722,10.904984936870111,2.65468755875289,28.448150634765625,55.36570739746094,157.2814926034065,98.25277709960938,1.2728,1.5806,0.1976,99.7,36.21,-0.634,nan,nan,nan
2024-04-19_the,NONCAND,False,4.09,77.3,146.89999999999998,-7.74,4.6,3.5,8.333795168512339,10.950512341701254,2.616717173188915,58.26891899108887,54.15008544921875,180.5361946167265,95.6729965209961,1.5809,1.1098,1.7463,168.0,92.12,-0.866,nan,nan,nan
2024-04-26_the,NONCAND,False,2.27,52.8,162.3,-6.44,5.8,6.3,9.272136240938684,12.049367045355593,2.7772308044169094,14.842604637145996,50.186767578125,123.12289726732351,288.45501708984375,3.1858,1.595,0.3615,124.6,47.28,-0.112,nan,nan,nan
2024-04-27_the,NONCAND,True,1.95,81.3,48.400000000000006,3.5,5.6,6.4,10.348063143554535,13.466011132528402,3.1179479889738673,34.214454650878906,22.627933502197266,228.4288660155189,106.71711730957031,0.22,1.4633,1.192,418.0,7.53,0.433,nan,nan,nan
2024-04-28_thd,NONCAND,True,1.86,57.1,43.0,2.99,7.9,9.4,10.412327733249022,13.41335878558602,3.001031052336998,20.461135864257812,24.17286491394043,229.87986315762788,91.38846588134766,1.1967,1.541,1.3641,190.4,24.49,-0.577,nan,nan,nan
2024-04-28_the,NONCAND,True,1.9,52.6,33.099999999999994,2.88,8.6,6.8,10.377516572450325,13.347091477531709,2.9695749050813838,27.679353713989258,23.031797409057617,228.95098311784386,82.22031021118164,1.0995,0.8155,6.0864,172.7,30.43,-0.401,nan,nan,nan
2024-05-16_tha,NONCAND,False,1.42,39.3,112.5,-1.15,7.7,13.5,10.65178498018663,13.729241789087103,3.0774568089004735,14.064484119415283,20.2687349319458,247.81176837235753,78.11299514770508,4.0906,2.5088,2.2757,234.3,57.53,0.738,nan,nan,nan
2024-05-17_tha,A,True,2.54,69.5,27.19999999999999,7.37,6.4,13.9,9.98156595381508,12.927541309534185,2.9459753557191046,30.054840087890625,37.58049774169922,158.9463649440816,77.28492736816406,0.4044,1.9281,0.1435,136.6,12.15,-0.547,1.315,0.945,0.38
2024-05-18_tha,NONCAND,False,1.69,69.7,146.10000000000002,-3.99,6.5,14.1,10.012835411853558,12.958908459595314,2.9460730477417556,17.01310157775879,29.73915672302246,178.46747009379916,86.16015625,1.8157,1.2326,2.0097,212.3,30.89,-0.453,nan,nan,nan
2024-05-19_tha,NONCAND,False,1.43,76.1,105.19999999999999,-2.28,4.6,14.2,10.496278745753882,13.791991238468638,3.295712492714756,19.17120933532715,34.587385177612305,137.55937056634238,70.43501281738281,0.4827,1.4559,0.1897,130.1,9.25,-0.179,nan,nan,nan
2024-05-19_thd,NONCAND,False,1.43,75.7,106.0,-2.38,4.6,16.8,10.483017238227522,13.774565767971636,3.291548529744114,19.935555458068848,36.3657169342041,129.71292086756722,78.73202133178711,0.3419,1.4179,0.2143,249.0,6.82,-0.726,nan,nan,nan
2024-05-20_the,NONCAND,True,1.45,43.7,58.80000000000001,1.78,7.0,14.3,10.79787439269854,13.94909079709832,3.1512164043997792,22.191999435424805,36.0008602142334,144.5790247738355,41.93493843078613,1.4787,1.2937,0.7861,146.7,32.81,-0.7,nan,nan,nan
2024-05-22_the,NONCAND,True,2.05,62.2,6.5,2.36,9.4,15.5,10.252661874911036,13.167870992518374,2.915209117607338,34.945343017578125,28.373764038085938,195.83209182225139,77.93128204345703,1.3312,1.2058,2.9191,168.8,46.52,-0.356,nan,nan,nan
2024-05-23_tha,A,True,2.08,61.0,18.400000000000006,1.62,9.5,16.1,10.221508664507084,13.125861161077207,2.904352496570123,27.99643898010254,21.82867431640625,196.35638348222668,81.40242767333984,0.8888,2.0653,0.8058,161.0,24.88,-0.669,0.577,0.881,0.866
2024-05-23_thd,A,True,2.08,61.0,18.30000000000001,1.63,9.7,18.4,10.22162501052568,13.12219715109768,2.9005721405720006,33.29092025756836,19.87217903137207,195.02690378091162,88.48999786376953,0.7809,2.4058,0.6209,151.2,26.0,-0.846,1.0,0.953,0.568
2024-05-23_the,NONCAND,True,2.06,57.3,11.800000000000011,2.25,9.4,15.5,10.2438236842706,13.15651977899154,2.912696094720939,36.010772705078125,27.15340232849121,199.81805909797876,80.49989700317383,1.0628,1.6815,1.2274,165.9,38.27,-0.589,nan,nan,nan
2024-05-24_tha,NONCAND,False,1.64,62.5,134.0,-4.94,5.1,16.5,9.935105597120838,12.98238698827694,3.047281391156101,25.722579956054688,23.603751182556152,163.20211050648317,112.92613220214844,0.1626,3.06,0.1024,361.2,4.18,-0.016,nan,nan,nan
2024-05-24_the,NONCAND,False,1.65,63.4,142.0,-4.93,5.1,16.0,9.92725664953894,12.972130622709125,3.0448739731701853,35.8541145324707,32.37142562866211,145.48375697427653,70.52872467041016,0.6753,1.6944,0.3869,130.4,24.21,-0.184,nan,nan,nan
2024-05-31_tha,NONCAND,False,5.09,76.2,179.10000000000002,-4.84,11.5,19.0,8.379412105790777,10.736022759928815,2.356610654138038,50.09827995300293,17.875640869140625,167.10549459582188,84.00356674194336,1.2283,2.0125,2.7847,148.3,61.54,-0.508,nan,nan,nan
2024-05-31_thd,NONCAND,False,5.07,76.6,177.7,-4.77,11.3,20.7,8.392075186110166,10.75364006182772,2.361564875717555,46.67196083068848,34.971893310546875,150.11716711840802,92.08976745605469,1.5228,1.4275,2.2759,176.1,71.07,-0.488,nan,nan,nan
2024-05-31_the,NONCAND,False,5.14,76.3,179.5,-5.36,10.8,17.9,8.310748849638868,10.654987084033525,2.3442382343946573,86.5147705078125,23.03036880493164,181.13937142737518,83.35587310791016,0.9418,1.6961,3.5354,154.7,81.48,-0.183,nan,nan,nan
2024-06-03_thd,NONCAND,False,2.8,38.5,147.5,-1.99,11.0,20.8,9.514988010092688,12.196484631118809,2.6814966210261204,78.26602935791016,22.131542205810547,107.43299508705948,100.13901138305664,0.7812,1.8769,1.4379,98.4,61.14,-0.71,nan,nan,nan
2024-06-03_the,NONCAND,False,2.75,34.6,142.7,-1.91,10.9,18.2,9.550608558787097,12.24334400531192,2.692735446524823,85.80696105957031,17.02806282043457,115.1710462541897,81.57157897949219,1.1749,1.4959,6.6541,102.1,100.81,-0.271,nan,nan,nan
2024-06-08_tha,NONCAND,False,5.04,74.2,160.7,-1.03,14.4,21.5,8.809423715509904,11.266822170894983,2.4573984553850785,9.031665802001953,25.75950813293457,248.92266514120354,77.74502563476562,2.7242,2.8393,0.4922,283.7,24.6,-0.932,nan,nan,nan
2024-06-08_the,NONCAND,False,5.04,74.3,168.39999999999998,-1.02,14.4,20.0,8.810519433400723,11.26822354049917,2.457704107098447,16.049318313598633,38.14496421813965,279.072354972432,99.53916931152344,2.7269,1.9857,0.8413,321.8,43.76,-0.691,nan,nan,nan
2025-04-16_tha,NONCAND,True,8.67,58.5,55.5,4.85,6.3,27.8,8.263729264512039,10.70802544038117,2.444296175869132,24.157451629638672,63.34585189819336,190.72266047461255,154.53121185302734,0.3029,1.1626,0.1093,238.6,7.32,-0.377,nan,nan,nan
2025-04-21_tha,REJ,True,10.05,68.8,56.900000000000006,5.98,8.4,27.4,8.090592206932614,10.410101707503484,2.31950950057087,53.07664680480957,60.422956466674805,182.00763512860374,153.52948760986328,0.4474,1.9479,0.1646,289.2,23.74,-0.671,53.294,-0.385,0.07
2025-04-21_thd,NONCAND,True,8.39,58.0,75.19999999999999,2.37,6.3,29.0,8.280830014936386,10.730184354925951,2.449354339989565,71.40088653564453,61.12547492980957,203.33940479313813,194.17100524902344,1.2051,1.2205,1.0332,160.0,86.05,-0.496,nan,nan,nan
2025-04-21_the,NONCAND,True,10.11,68.9,56.900000000000006,5.98,8.4,28.6,8.08390798125012,10.401501166602282,2.3175931853521625,75.2653579711914,95.78966522216797,193.61897866586764,175.81423950195312,0.4815,1.1129,0.3393,280.6,36.24,0.217,nan,nan,nan
2025-05-17_tha,A,True,6.67,77.3,84.39999999999998,0.37,5.2,21.0,8.555009637818316,11.168653688697766,2.6136440508794507,57.92844772338867,59.605899810791016,340.0599403906529,149.20887756347656,0.5909,1.7152,0.2789,213.3,34.23,-0.52,0.759,0.946,0.318
2025-05-17_thd,NONCAND,True,7.55,56.1,68.80000000000001,2.77,5.3,21.3,8.418840068670676,10.981281413533928,2.5624413448632524,77.05249786376953,56.53211212158203,331.9678905395775,157.81324768066406,0.2862,1.8866,0.2189,281.9,22.06,-0.896,nan,nan,nan
